#                      B                        I                        T                        M
2.318253782791843065e+01 6.000785272452660024e+01 8.732825307165153106e+01 9.549999999999999600e-01
2.733181341717570945e+01 2.717333407479061691e+01 5.623690098471188747e+01 9.749999999999999778e-01
3.307945721680198403e+01 2.682636110154824394e+01 7.370104746029916498e+01 8.499999999999999778e-01
2.884629256962667299e+01 9.626873115639472189e+01 3.540973010395711640e+01 1.000000000000000000e+00
2.108853990061198402e+01 2.834891756039905886e+01 8.417565420648938357e+01 6.400000000000000133e-01
5.278901517090585571e+01 7.919146363122750643e+01 5.368970697049846308e+01 1.000000000000000000e+00
4.240117646769009241e+01 1.647970815425934177e+01 2.042117692053254530e+01 1.000000000000000000e+00
3.878432168093247867e+01 7.162800655856987930e+01 3.447009808854600976e+01 1.000000000000000000e+00
6.674159304670709503e+00 4.625353977524753191e-01 9.235119445838601848e+01 1.000000000000000021e-02
1.829683516968528778e+01 4.721435959679089933e+01 4.685407993687052652e+01 1.000000000000000000e+00
2.777280413048436714e+01 3.247673893125741529e+01 3.985442919654966687e+01 9.849999999999999867e-01
4.777909014864931692e+00 2.108669570090715695e+01 4.180883423993033432e+01 8.050000000000000488e-01
5.596661226179870141e+01 8.034359034445056125e+01 9.323305610411289024e+01 9.949999999999999956e-01
2.759063243697253398e+01 4.152064870721914502e+01 7.608476502667149077e+01 9.399999999999999467e-01
2.150909535579888399e+01 3.817397278348638423e+01 4.609784582336542513e+01 9.949999999999999956e-01
5.058488798826345345e+01 4.988428517148867058e+01 2.794900757762611931e+01 1.000000000000000000e+00
3.446077663622055809e+01 5.457434257239540898e+00 1.600630335687681338e+01 9.949999999999999956e-01
1.579136204607083016e+01 5.921942080505646544e+01 2.508018054636468719e+01 1.000000000000000000e+00
3.346558860092383725e+01 8.133174163137043422e+01 5.063497193285574127e+01 1.000000000000000000e+00
1.473454921331353518e+01 8.156887503688648167e+01 2.875635106572845245e+01 1.000000000000000000e+00
4.344312685814148267e+01 6.681519361236419741e+01 4.047449137391588891e+01 1.000000000000000000e+00
4.697242598997538465e+01 5.403229816318535228e+01 1.145251132007764738e+01 1.000000000000000000e+00
3.356744100812932885e+01 9.217388333026073610e+01 3.244233986138097237e+01 1.000000000000000000e+00
3.284437664664503131e+01 4.656528566351752829e+00 4.040353493113531158e+01 8.249999999999999556e-01
5.568513386975638468e+01 8.344528422552116353e+00 8.794769737984114499e+01 6.099999999999999867e-01
2.112709834755002447e+01 6.216835509159559336e+01 6.228381603876190553e+01 1.000000000000000000e+00
1.394733188359253973e-01 2.576322079701073164e+01 8.154939097856248509e+01 7.000000000000000666e-02
5.926420016626474307e+01 2.161296686541594170e+01 4.273818456264445587e+01 1.000000000000000000e+00
2.956937462608156864e+01 1.156076293528961685e+01 5.767553166055459002e+01 7.149999999999999689e-01
5.428562051238220221e+01 2.800182648962504572e+00 3.091225495382565214e+01 9.649999999999999689e-01
2.905646407594539582e+01 5.043107375670103920e+01 5.843252933162312956e+01 9.949999999999999956e-01
4.503300253080422522e+01 5.452263398530136840e+01 3.003931944325060499e+00 4.949999999999999956e-01
4.320241146302905832e+01 4.860051814630177347e+01 6.554740921307487156e+01 9.899999999999999911e-01
5.233349308517566811e+01 7.796509457260431475e+01 9.494369706033984357e+01 9.949999999999999956e-01
2.451575695137708522e+01 8.947794790848524826e+01 7.048708810069892650e+01 1.000000000000000000e+00
5.262989530006406369e+01 9.864620300370708605e+01 3.726530757432531260e+01 1.000000000000000000e+00
4.044317618179446328e+01 3.998560681217048085e+01 6.002473807335793055e+01 9.849999999999999867e-01
1.150043011668039128e+01 4.681870912825699804e+01 7.904054750225230919e+01 8.299999999999999600e-01
4.288770833509116898e+01 7.376637804246622920e+01 4.526097403652838835e+01 1.000000000000000000e+00
6.767350787124328804e+00 6.245442963609252018e+01 2.629968211679992862e+01 1.000000000000000000e+00
7.297757134209966523e+00 7.028339332837433062e+00 6.228907869486066318e+01 1.000000000000000056e-01
4.737930261464006776e+01 1.541584920355589361e+00 4.799945137543696205e+01 7.950000000000000400e-01
4.514122361269484429e+01 2.070125508677776338e+01 2.518299033288042210e+01 1.000000000000000000e+00
5.037029877841908387e+01 3.876760403814127898e+01 1.844049197011928243e+01 1.000000000000000000e+00
5.871586346004615109e+01 8.195860478251991310e+01 4.946523016277370743e+01 1.000000000000000000e+00
5.484423489701353560e+01 3.101369121944863139e+01 7.177544752117395888e+01 9.300000000000000488e-01
1.193318594192124493e+01 6.443690813577831022e+00 7.542132740965018911e+01 2.800000000000000266e-01
2.518689179188555727e+01 2.779579179756474616e+01 1.202817942710001375e+01 1.000000000000000000e+00
5.587776576018244157e+01 5.520616594455761827e+01 7.181804824508384399e+01 1.000000000000000000e+00
4.009735742443429274e+01 1.239546921795171386e+01 2.545305767235774397e+01 9.899999999999999911e-01
4.206676670674639951e+01 3.958049124836925614e+01 3.756034720303370733e+01 1.000000000000000000e+00
1.568683921282278959e+01 3.537119002432969239e+01 9.615587207934008518e+01 6.099999999999999867e-01
1.045793865673694256e+00 1.943805427879746617e+01 4.685038669866228389e+01 8.999999999999999667e-02
5.063786194705937049e+01 2.541471910532595757e+01 4.683717762667566120e+01 9.899999999999999911e-01
4.845229079187576815e+01 1.266912459581575945e+00 3.965666028565335921e+01 8.750000000000000000e-01
2.089767997455074777e+01 8.360110617208547978e+01 8.538269298375293204e+01 9.949999999999999956e-01
5.323398224791042566e+01 4.265616144014538946e+01 8.373423547616965834e+00 1.000000000000000000e+00
1.225461565788850749e+01 7.741474664152946161e+00 5.007843800492807418e+01 4.149999999999999800e-01
4.059970891175638030e+01 6.375670120548788589e+01 2.149088827872247975e+00 7.499999999999999722e-02
2.066711068441148313e+01 9.845295902440227565e-01 7.325947564224279063e+00 1.000000000000000000e+00
2.084349705390783214e+01 7.094497815909724636e+01 9.170358695398769555e+01 9.699999999999999734e-01
2.702262318560337917e+01 4.566966207177741666e+01 3.104653737019694404e+01 1.000000000000000000e+00
4.460709483219132210e+01 4.698771264000042436e+01 2.413738816918447583e+01 1.000000000000000000e+00
9.263283253833868969e+00 6.517100246018081577e+01 7.700456357748188907e+01 1.000000000000000000e+00
2.775416589646195575e+01 9.138422907397438166e+01 7.974465192465666519e+01 9.949999999999999956e-01
1.808002135663972609e+01 9.857979467395119855e+01 7.060226890827885882e+01 9.949999999999999956e-01
4.736123037274988690e+01 5.113198407555618275e+01 9.870063204969267190e+01 9.250000000000000444e-01
5.784622526583795121e+01 4.780884330461574194e+01 7.062414550844395933e+01 9.949999999999999956e-01
3.738233401620709628e+01 5.678243136409363245e+01 6.528191103768932635e+00 5.300000000000000266e-01
3.579978419414518953e+01 4.453356721093260973e+01 6.999157297343879236e+01 9.599999999999999645e-01
2.595199977684134041e+01 6.270757217053463961e+01 9.280464203691856540e+01 9.599999999999999645e-01
5.326891398274801759e+01 7.666374933436038930e+01 8.337166924501588028e+00 4.650000000000000244e-01
5.274174651015151483e+01 4.460796897245135995e+01 8.582389131669651761e+01 9.649999999999999689e-01
1.162567510907585699e+00 7.095458274242466246e+01 5.242715933494294944e+01 1.000000000000000000e+00
4.055830122584345077e+01 5.115599747514849582e+00 8.032162231368261018e+00 1.000000000000000000e+00
9.533043569679271911e+00 7.515543963227737834e+01 8.579217683857427801e+01 9.899999999999999911e-01
3.501184934312185248e+00 1.296509274946041046e+01 9.354778823483192696e+01 7.499999999999999722e-02
5.075944547334815127e+01 4.257376569707405878e+01 7.358574537773162660e+01 9.649999999999999689e-01
4.826601143190615062e+01 1.477244982329347067e+01 9.655537631409626442e+01 6.650000000000000355e-01
2.754640592777833774e+01 3.056227840453389888e+01 2.536789887045040359e+01 1.000000000000000000e+00
2.153746693067103735e+01 2.470268142370211706e+01 3.419790483454198693e+01 9.949999999999999956e-01
5.218010028841741388e+01 1.164705674164339655e+01 2.649819505725272961e+01 1.000000000000000000e+00
3.055682049732889283e+01 3.410861747403835409e+01 1.003000126263296465e+01 1.000000000000000000e+00
3.047519545589506151e+01 2.460974987820311810e+01 3.592943227285744001e+00 1.000000000000000000e+00
2.346230664211634576e+01 9.005968442909036753e+00 1.542883319590629299e+00 1.000000000000000000e+00
1.025964893545733503e+01 8.935916797557020175e+01 3.344243988388100775e+00 2.700000000000000178e-01
9.408464395779880363e+00 7.676970476993776060e+01 5.152721665311105426e+01 1.000000000000000000e+00
3.661982746659155907e+01 6.890306777595857568e+01 3.394299862800539813e+01 1.000000000000000000e+00
3.939258443897507789e+01 2.074317979421286395e+01 1.004501273813099260e+01 1.000000000000000000e+00
4.617862254526908572e+01 6.442963162012500788e+01 3.353801869087610044e+01 1.000000000000000000e+00
4.915398013693751977e+01 2.736005487724838758e+00 4.965385330739620429e+01 8.249999999999999556e-01
2.094575357900966139e+01 5.584908272130392248e+01 5.452644726366736450e+01 1.000000000000000000e+00
2.043326757583071895e+01 4.447819354686984639e+00 7.614067663882077852e+01 3.200000000000000067e-01
4.901836043193727477e+01 4.794060757262108297e+01 4.610279017791710743e+01 1.000000000000000000e+00
3.180695276125408100e+01 2.403610836148266117e+01 3.636111321512242966e+01 1.000000000000000000e+00
1.912215370323771424e+00 7.669829402583590650e+01 7.075322277200079668e+01 9.899999999999999911e-01
1.089514470116554179e+01 5.688063455339733565e+01 6.856409736251401910e+01 9.799999999999999822e-01
2.730744456734734626e+01 2.466305406007847978e+00 8.740042088790904984e+01 3.099999999999999978e-01
2.870770204577332407e+01 8.983877202560482544e+01 7.695656710556973223e+01 9.949999999999999956e-01
2.967566372377140738e+01 4.440417775603091854e+01 8.552270207382974831e-01 3.750000000000000000e-01
4.008021688080552991e+01 7.301710271388331819e+01 2.121920225057878895e+01 1.000000000000000000e+00
1.972942016202127036e+01 4.087777095031066210e+01 3.855643964795090994e+01 1.000000000000000000e+00
5.492296211874034384e+00 7.466377002669057106e+01 2.419112677247497345e+01 5.100000000000000089e-01
3.329404816667867806e+01 9.431109006988401688e+01 4.885869687828334662e+01 1.000000000000000000e+00
8.833119396916686128e+00 6.395975094921454485e+01 6.346516217543479854e+01 1.000000000000000000e+00
2.887004109860520984e+01 1.972409003018525198e+01 2.957037994646462664e+01 9.849999999999999867e-01
1.075245077292500184e+00 3.094737165836932036e+00 6.395565126215946350e+01 5.999999999999999778e-02
3.795653757073674939e+01 5.911953753020807767e+01 6.116859581333373796e+01 9.949999999999999956e-01
7.079003064784203048e+00 7.297710595104291542e+01 1.868855470477832625e+01 2.300000000000000100e-01
2.828599323172061730e+01 8.579891919305218551e+01 4.727489191457229367e+01 1.000000000000000000e+00
5.235505466639893513e+01 1.584503169807658196e+01 4.787892967418459733e+01 9.699999999999999734e-01
2.795302326714622865e+01 8.643958450345053279e+01 7.493695785584323232e+01 9.949999999999999956e-01
3.256669162726566924e+00 6.796384908694739124e+01 9.091262715463726352e+01 9.649999999999999689e-01
3.812297691653394338e+01 6.106380073211445136e+01 5.740329083589345771e+01 1.000000000000000000e+00
3.147682659713401065e+01 6.528139221991519037e+01 1.082409033606778337e+01 1.400000000000000133e-01
1.015820687098491959e+01 1.657477024502765062e+01 6.157268870463386179e+01 2.449999999999999956e-01
2.436216095824075012e+01 4.163557160498947241e+01 9.515374199732463012e+01 7.750000000000000222e-01
1.395130521186579386e+01 2.067970705809078424e+01 1.181107221820778364e+01 1.000000000000000000e+00
3.772892077106697428e+01 4.536967492844870975e+01 6.125094157253282390e+01 9.949999999999999956e-01
3.446051526287079270e+01 2.936079422307315667e+01 6.790026409199367663e+01 9.150000000000000355e-01
6.903860725172769719e+00 2.988538741430420487e+01 5.060867060984235621e+01 8.599999999999999867e-01
2.007714396646412780e+01 9.679424914185709383e+01 5.692539752911355322e+01 1.000000000000000000e+00
3.591272489009448066e+00 8.598874402804280237e+01 9.897229021523193637e+01 9.799999999999999822e-01
3.143493704209899420e+01 8.436143281698649332e+01 7.365919756297745380e+01 1.000000000000000000e+00
4.458600405882711470e+01 1.481971092305596471e+01 6.880057559744318496e+01 7.900000000000000355e-01
3.717662853247527721e+01 9.841900537591854459e+00 7.735445682171564385e+01 6.250000000000000000e-01
3.965163888731430575e+01 6.614490371660531309e+01 1.959695120028663951e+01 1.000000000000000000e+00
2.721503721836806733e+01 5.806661959683637519e+01 3.751370353906538213e+01 1.000000000000000000e+00
4.823925902662557519e+01 8.673981549611588093e+01 1.927191941488712246e+01 1.000000000000000000e+00
3.701322659380409164e+01 7.648392804652937116e+01 8.531707058674034272e+01 1.000000000000000000e+00
2.157864396019042630e+01 1.944416518460130305e+00 3.966368379822784362e+01 5.350000000000000311e-01
5.513687895732343236e+01 6.283359483718258076e+01 6.966419941140021876e+01 1.000000000000000000e+00
5.640545865617693266e+01 3.869799403655376580e+01 8.079257989268495521e+01 9.849999999999999867e-01
2.427577307381951499e+01 3.153938709396570061e+00 8.830975049082330486e+01 2.399999999999999911e-01
4.530615316746950327e+01 6.458982338388318567e+01 6.407369560818665377e-01 1.650000000000000078e-01
8.301083478560485673e+00 2.006834552101625491e+01 3.714780303128682704e+01 8.950000000000000178e-01
5.158023865139199415e+00 5.873895595235888578e+01 6.535337554631003343e+01 9.749999999999999778e-01
2.651540375177525988e+01 4.232455183588106706e+01 6.224838799107963183e+01 9.749999999999999778e-01
2.293626146682470335e-01 5.195035724414194078e+01 2.809863174003757536e+01 1.000000000000000000e+00
1.574320508708481015e+01 5.848019540244098380e+01 4.250261475720999016e+01 1.000000000000000000e+00
2.244773647665173399e+01 8.993176705199367404e+01 4.451988056401119564e+01 1.000000000000000000e+00
4.573242285198742962e+01 6.951486401991981268e+01 5.707494181147290391e+01 1.000000000000000000e+00
2.128614890543598648e+01 6.704805667878659392e+00 8.186913830787867141e+01 3.850000000000000089e-01
3.119791384862498873e+01 5.025228853424295039e+01 2.945740351966770731e+01 1.000000000000000000e+00
3.733333278828960289e+01 7.816923385369373989e+01 3.169326953910930911e+01 1.000000000000000000e+00
1.513981444026354950e+01 9.404163966008785280e+01 2.408692516934058858e+01 5.999999999999999778e-01
1.926468315210334481e+01 7.420547346524166699e+01 3.256611746591177337e+01 1.000000000000000000e+00
5.255500843029142999e+01 1.766628791391077868e+01 7.712415987426102504e+01 8.249999999999999556e-01
3.722311415275889601e+01 3.068740253017415398e+01 1.801917849588093645e+00 1.000000000000000000e+00
5.069905503405308878e+00 8.850952145589678821e+01 4.027194035063432409e+01 1.000000000000000000e+00
5.214147618258378714e+01 4.079203134737726799e+01 6.373736716593740681e+01 9.949999999999999956e-01
4.397972103994590753e+01 7.022126891771439716e+01 5.631872869793639325e+01 1.000000000000000000e+00
5.292108763407510708e+01 4.576180229752376505e+01 5.109880603508059949e+00 1.000000000000000000e+00
4.455966256145862303e+01 9.035335562859884817e+01 4.383478036748009998e+01 1.000000000000000000e+00
5.013081957081872986e+01 3.275006579998006373e+00 1.346682124591288243e+01 1.000000000000000000e+00
2.880505162181540868e+01 4.939498749959953727e+01 1.496845359823782928e+01 1.000000000000000000e+00
5.221227052157417603e+01 9.954367341368842403e+01 3.927572215511866460e+01 1.000000000000000000e+00
3.754229735895567899e+01 5.782111150127568777e+01 3.091151348251973729e+01 1.000000000000000000e+00
4.263031209905520313e+01 5.382601586898785229e+01 9.632100994254237492e+01 9.449999999999999512e-01
5.523551161964710587e+01 9.358730550896933664e+01 2.561078811326567006e+01 1.000000000000000000e+00
3.215668157073918110e+01 9.653317614056693685e+01 6.850641317625317583e+00 5.050000000000000044e-01
4.074552901892265311e+01 5.822063096685584327e+01 2.256252951459482858e+01 1.000000000000000000e+00
6.569560961547090017e+00 7.805761655393011722e+01 3.889102884224060119e+01 1.000000000000000000e+00
2.826734761313293731e+01 2.856165020320493397e+01 3.106169172895597796e+01 1.000000000000000000e+00
1.322136203817152733e+01 9.799751032831366615e+00 2.304484456409900872e+01 9.399999999999999467e-01
3.517777265977659340e+01 6.547657626370713047e+01 2.085629373559608268e+01 1.000000000000000000e+00
5.713512444181941419e+01 2.965557075565942569e+01 3.914578545020741274e+01 9.949999999999999956e-01
5.750256275417903851e+00 3.181857746718537783e+01 5.800722005293516759e+01 6.400000000000000133e-01
2.760705163540310991e+01 2.193759053488267341e+01 5.546264353925536028e+01 9.050000000000000266e-01
4.305571431712004227e+01 3.077974860024383474e+01 3.113069234325401169e+01 1.000000000000000000e+00
1.546525198497425890e+01 8.391418092304323295e+01 3.554961585906815458e+01 1.000000000000000000e+00
8.810492343272869675e+00 2.020544764002315219e+01 3.446484067840114562e+01 9.050000000000000266e-01
2.042230947820853260e+01 7.826591404745926184e+00 9.979924703310307166e+01 2.899999999999999800e-01
1.897946872102926363e+01 8.194548046833227772e+01 6.727989037877787837e+01 1.000000000000000000e+00
2.292622198621062068e+01 1.398986180849621519e+01 6.977285709536084823e+01 5.350000000000000311e-01
1.035084928144762273e+00 5.554423510564647870e+01 9.601208689702524168e+01 2.600000000000000089e-01
5.720833326274220099e+01 9.657598657207564941e+01 3.111257439443870965e+01 1.000000000000000000e+00
5.686653489978830578e+01 6.502804467653842835e+01 7.656199547214549739e+01 1.000000000000000000e+00
4.838455436500424867e+01 8.913666871738934105e+01 6.875238977448678668e+01 1.000000000000000000e+00
4.349335963289945539e+00 1.883545674680216564e+01 6.249744244990957043e+01 2.600000000000000089e-01
5.173785182524315474e+01 8.370550500194252663e+01 7.544980927132303350e+01 1.000000000000000000e+00
2.611878950001809585e+01 3.354888871272140705e+01 7.856677040019076230e+01 8.000000000000000444e-01
3.323460431190574838e+01 8.707947788533772382e+01 3.489902467867514702e+01 1.000000000000000000e+00
1.538255149228454854e+00 7.072055327360288857e+00 3.574064423513522115e+01 1.499999999999999944e-01
4.565218694897723140e+01 8.329437160840527099e+01 9.755144093666716287e+01 1.000000000000000000e+00
2.880526189267320092e+01 5.015579250707968839e+01 7.684863756552479686e+01 9.899999999999999911e-01
1.199279548925687067e+01 3.055973423511827036e+01 7.141722763872202506e+01 5.649999999999999467e-01
5.807070739714415453e+01 8.139173973350980873e+01 7.963156478855415799e+01 1.000000000000000000e+00
4.782426985388330110e+01 1.989778180802176166e+00 7.689008994394269791e+01 5.550000000000000488e-01
2.494966563210806498e+01 7.089541787437724452e+01 3.863884973557901503e+00 2.099999999999999922e-01
5.540371745380632262e+01 9.926777630862174817e+01 4.526471445220769141e+01 1.000000000000000000e+00
6.183857943219692288e+00 8.510412076741772580e+01 5.162321587814966506e+01 1.000000000000000000e+00
3.716900321142830421e+01 8.690651760728955821e+01 5.614777269573575325e+01 1.000000000000000000e+00
2.091530495094591657e+01 2.724465659043082155e+01 2.844986891769565318e+00 1.000000000000000000e+00
1.953302100210708403e+01 2.590677079320720111e+01 3.584667502194621136e+01 9.949999999999999956e-01
4.845732514427803039e+01 5.828926500080427786e+01 4.253995847569280642e+01 1.000000000000000000e+00
5.598558958649959294e+01 2.926951915125870585e+01 1.380677667657998597e+01 1.000000000000000000e+00
5.714832364916001950e+01 4.350141837019631907e+01 6.641077440159408241e+01 1.000000000000000000e+00
4.316361112222642049e+01 5.292869889666192762e+01 6.997416348606729741e+01 9.899999999999999911e-01
1.007133197040844408e+01 7.685036845943500339e-01 6.269911612535211987e+01 1.250000000000000000e-01
4.673339789855744186e+01 5.530436986885030848e+01 3.810581929778896892e+01 1.000000000000000000e+00
3.116495371396584702e+01 1.055489502335539953e+01 9.871494782449978800e+01 4.099999999999999756e-01
3.509151302725456389e+01 7.661167015454714146e+01 3.956100687942030447e+01 1.000000000000000000e+00
4.392040654754399043e+01 4.273299272657911985e+01 3.317041620905678201e+01 1.000000000000000000e+00
3.752975358587612220e+01 4.708544648342184757e+01 1.402772439476464683e+01 1.000000000000000000e+00
4.336071534088982560e+01 8.802343550861901633e+01 4.947039969785637226e+01 1.000000000000000000e+00
4.135674898680431966e+01 6.471653051720051053e+01 1.362358159177546213e+01 1.000000000000000000e+00
3.466077796418350943e+01 3.218169405614077050e+01 5.593327957851148824e+01 9.749999999999999778e-01
9.904377944273988987e+00 8.249893553810746027e+01 3.366241405028698352e+01 1.000000000000000000e+00
4.056076004033604221e+01 2.934098327450897159e+01 8.158496690282053976e+01 8.800000000000000044e-01
2.620229799241967328e+01 8.190512580943791932e+01 1.246129932236043203e+01 2.300000000000000100e-01
4.510625719980644988e+01 9.859275707953374024e+01 8.518228604861059239e+01 1.000000000000000000e+00
4.944328419895857962e+01 1.810691868653471204e+01 3.704592630916020113e+01 9.899999999999999911e-01
4.133446837818750907e+01 9.565449124286249116e+01 3.310501465154558787e+01 1.000000000000000000e+00
4.236338435603457242e+00 6.655373994709943020e+01 5.183958798897012343e+01 1.000000000000000000e+00
1.076184638361814905e+01 5.965139033407695024e+00 4.083011078710798358e+01 4.450000000000000067e-01
1.111742848823086405e+01 7.382503218032152859e+01 4.735683809848503500e+01 1.000000000000000000e+00
2.720278771054110933e+01 2.955069260323736557e+01 3.356643820468869421e+01 1.000000000000000000e+00
