#                      B                        I                        T                        M
8.480275966424282785e+01 1.473972801097366414e+01 1.113581629163746811e+02 8.299999999999999600e-01
5.789169302800104333e+01 4.522487113862372610e+01 4.485074114341512086e+01 1.000000000000000000e+00
5.023157601628316371e+01 8.984493325407814268e+01 2.469801905571236205e+02 8.699999999999999956e-01
9.050017895085446185e+00 4.734124956613975144e+01 1.711816298585069376e+02 1.350000000000000089e-01
7.793187406547269802e+01 5.894598390385475994e+01 2.687601060581754382e+02 7.249999999999999778e-01
6.593162480274614268e+00 9.952082326360537934e+01 2.785796129187407928e+02 3.150000000000000022e-01
2.196017382271386964e+01 1.323026525423512112e+01 1.219786669892110353e+02 2.800000000000000266e-01
6.794310466284071026e+01 9.567632171672939023e+01 8.028675181203288957e+01 1.000000000000000000e+00
9.030443156240175995e+01 5.539383466184180094e+01 2.914036072817938816e+02 6.049999999999999822e-01
2.142166896461326075e+01 9.538273721567679786e+01 3.819626151325273327e+02 1.900000000000000022e-01
1.342162182400731751e+01 4.676199725149626829e+01 9.303889547456117270e+01 9.350000000000000533e-01
7.752775353372265954e+01 4.503186105452545718e+01 4.817036173691185468e+02 2.899999999999999800e-01
7.508833321094871849e+01 3.879366735250361131e+01 1.726982857009394934e+02 7.850000000000000311e-01
5.356707410662458102e+01 9.961405794229692390e+01 3.726089509162349032e+02 5.699999999999999512e-01
6.169495616892719170e+01 2.548049910145969932e+01 3.891934513495737065e+02 2.399999999999999911e-01
4.687220401025058436e+00 2.525720592006223342e+00 3.034221805829696450e+02 4.000000000000000083e-02
7.354352821579880128e+01 1.204421750115919565e+01 1.929296015342293913e+02 4.299999999999999933e-01
8.618249067710092959e+01 9.731885088904338943e+01 8.643945215229678070e+00 1.000000000000000000e+00
5.110252118875531124e+01 1.288598806989634227e+01 1.989643191759637944e+02 1.950000000000000067e-01
4.406506697551660068e+01 5.076453461759587071e+01 3.812024242278224051e+02 3.599999999999999867e-01
3.991010229490782990e+00 3.738506795138643923e+01 2.111872350379242675e+02 1.300000000000000044e-01
3.267168688184298730e+01 6.614548124910398030e+01 7.431554951058387815e+00 1.000000000000000000e+00
9.213383002240563258e+01 1.335091806821647253e+01 3.571287968296940676e+02 2.849999999999999756e-01
2.334619823261714089e+01 6.880839961655502179e+01 1.414372304989027498e+02 9.250000000000000444e-01
7.005546374396111275e+01 3.999309853337550180e+01 2.785190638004512493e+02 5.450000000000000400e-01
1.369866229013385350e+01 6.867934611037807713e+01 3.526115045884569099e+01 1.000000000000000000e+00
3.063011675529347144e+01 8.698956826309554913e+00 7.854557466504718377e+01 5.799999999999999600e-01
3.197298966571896983e+01 2.669022598706958149e+01 2.333951339942877325e+02 1.749999999999999889e-01
4.441193622061479118e+01 5.863990157685731219e+01 1.567348685754985809e+02 8.950000000000000178e-01
1.148636244971470433e+01 2.322415442366271066e+01 3.042557612392672581e+02 1.199999999999999956e-01
8.972539005536077639e+01 1.096070715107366311e+01 3.195056536760489507e+00 1.000000000000000000e+00
9.228999107644165178e+01 9.945972100560808826e+01 1.241378354924881933e+02 1.000000000000000000e+00
4.420123341112527271e+01 8.797255503882375649e+01 3.366773799594403727e+02 3.699999999999999956e-01
5.565874165863822043e+01 2.061778036840533446e+01 9.855380236095982127e+00 1.000000000000000000e+00
7.172969183100784107e+01 7.846960014055103727e+01 3.601178319877745366e+02 4.799999999999999822e-01
2.198296293394338363e+01 9.293754614377353107e+01 4.364410903497017671e+02 1.900000000000000022e-01
3.983646468989099532e+01 6.058860342967160761e+01 4.241424075166782472e+02 2.000000000000000111e-01
1.128406147486803945e+01 3.638313228019001144e-01 4.633637141403415853e+02 5.000000000000000278e-02
8.441198174782601882e+01 3.874671765151054359e+01 3.676523123999900236e+02 3.649999999999999911e-01
1.335995849355114728e+00 1.584496924702200715e+01 4.578584874806502398e+02 8.500000000000000611e-02
1.709975540676926187e+01 4.108248522930797719e+01 8.159665066351470841e+01 9.649999999999999689e-01
9.196781394849978142e+01 8.515567523047650411e+01 2.755926401838243009e+02 8.549999999999999822e-01
7.789202550254302082e+01 3.317384148362260987e+01 2.357805406406928910e+02 5.550000000000000488e-01
1.789762136186881492e+01 1.176595058644196001e+01 1.767644756765679404e+02 1.199999999999999956e-01
3.015864487713896835e+01 3.453026011057313838e+01 3.590617974860699633e+02 1.100000000000000006e-01
5.376571349222432161e+01 6.191667241173228575e+01 3.980544600784074873e+02 2.999999999999999889e-01
2.631941502503977404e+00 9.604179494525612881e+01 2.524906414566354158e+02 2.000000000000000111e-01
6.083089831928106150e+00 9.146243795858561043e+01 4.664605865993145244e+02 2.999999999999999889e-02
2.893475985326782052e+01 3.695249884790045769e+01 4.224248113010482371e+02 1.900000000000000022e-01
9.038975249093874709e+01 4.759490477025419608e+01 4.783370434297762586e+02 2.449999999999999956e-01
5.061742917525762664e+00 7.333341897060979875e+01 4.628160814065610111e+02 0.000000000000000000e+00
5.980020130243691767e+01 5.564197348973621615e+00 3.445269584968526715e+02 2.650000000000000133e-01
8.813968605508179621e+00 5.537943446256604574e+01 4.985016300897916608e+02 8.999999999999999667e-02
3.815868813282365579e+01 4.542870068876732859e+01 1.653108578523782057e+02 6.999999999999999556e-01
8.460363445214134970e+01 9.383727314054081603e+01 2.856573749253282131e+02 8.800000000000000044e-01
4.764817551560119568e+01 2.102789916266770831e+01 3.797995293820239340e+02 2.700000000000000178e-01
1.489783206718036013e+01 4.937669478068762174e+01 5.363468028208444593e+01 1.000000000000000000e+00
6.855216286445545393e+01 6.477259931268915238e+01 2.738495458887452969e+02 6.199999999999999956e-01
5.606827930593190246e+01 2.018492326917339597e+01 3.811453764295385440e+02 2.750000000000000222e-01
9.866710922819575558e+01 1.417005889095712234e+01 3.310450965915958932e+01 1.000000000000000000e+00
5.453821114090801814e+01 7.810543439907164043e+00 3.319388450584871180e+02 1.799999999999999933e-01
4.813637471329418105e+01 2.452637934996737101e+01 1.104757755524439062e+02 7.850000000000000311e-01
7.927299193675524691e+01 6.426304766230825294e+01 2.444307278695972343e+02 7.650000000000000133e-01
3.894478183332245180e+01 2.773677340309262718e+01 8.899060508453709417e+01 9.100000000000000311e-01
9.488244542627745659e+01 3.655835471162068728e+01 6.099893157123210585e+01 1.000000000000000000e+00
7.131315811165710272e+01 6.084349802141234420e+01 3.655520715128147913e+00 1.000000000000000000e+00
9.560572393687074566e+01 2.056970570096078177e+01 1.536040607135930713e+02 7.550000000000000044e-01
6.313806337501866039e+01 1.515506749756495708e+01 1.492008936862290511e+02 5.999999999999999778e-01
1.755609005097696240e+01 8.786780624166573261e+01 1.762616062267996995e+02 9.699999999999999734e-01
1.693915734299162068e+01 7.189456784322638327e+01 1.481219183295597190e+02 9.649999999999999689e-01
8.688212591557972075e+01 6.070157878172500432e+01 9.650903738015870204e+01 9.949999999999999956e-01
6.649304293129560506e+01 1.395224728411172066e+01 3.450125804172702146e+02 2.700000000000000178e-01
1.403259210534616841e+01 3.539026344679443525e+01 4.325397687907001227e+02 3.500000000000000333e-02
7.039279003038946314e+01 7.647176336168769240e+00 3.568803426999733688e+02 1.700000000000000122e-01
5.558264234189736186e+01 6.392227557523239057e+01 3.460377131362595264e+02 3.549999999999999822e-01
2.072451033947581323e+01 2.796586029111638538e+01 1.570516402145465236e+02 2.949999999999999845e-01
9.148755959620686440e+00 1.119143679162273486e+01 4.648580230841084813e+02 2.500000000000000139e-02
6.552870025679851551e+01 1.725399168973905262e+01 8.920721552054652648e+01 8.900000000000000133e-01
4.553012816468993407e+01 5.764960815652416670e+01 4.045940256644843771e+02 2.449999999999999956e-01
7.218879988169489081e+01 2.959644421556836846e+01 1.324243776507570942e+02 8.249999999999999556e-01
9.232318583872095985e+01 6.620429129978020910e+00 1.370655249783191607e+02 6.350000000000000089e-01
5.745004263646933396e-01 6.364688515265788737e+01 3.972042202644186659e+02 2.000000000000000042e-02
6.257976957755746383e+01 2.074274046069994881e+01 4.473380352809058422e+02 1.250000000000000000e-01
3.931877902595390140e+01 8.200063891123805604e+01 3.172647319256323044e+02 3.950000000000000178e-01
2.080581109848930055e+01 9.148008784919774428e+01 8.379628974360224447e+01 1.000000000000000000e+00
4.413109859946953151e+01 9.066683778344817313e+01 8.485083419419879647e+00 1.000000000000000000e+00
8.152188219955300497e+01 1.837202180820386843e+01 4.129009392012103490e+02 2.099999999999999922e-01
7.124817395360526007e+01 4.826472486118190375e+01 2.688603069228178128e+02 5.500000000000000444e-01
2.856454061681461098e+00 2.130256944794204799e+01 4.837611056747846305e+00 1.000000000000000000e+00
3.751746142131679562e+00 3.381748017501534775e+01 9.306231219958874590e+01 7.049999999999999600e-01
7.547955024213891306e+01 1.688249840711002037e+01 4.035353691736461883e+02 1.849999999999999978e-01
7.669018797916294261e+00 9.490517741763726178e+01 4.016697873790349149e+00 1.000000000000000000e+00
3.399024008261977770e+01 5.804108122515027191e+01 6.735173697908578561e+00 1.000000000000000000e+00
4.176205575721746754e+01 4.354684293849388865e+01 1.032662013907923324e+02 9.649999999999999689e-01
6.640085316041843555e+01 7.135942622828926574e+01 2.000454172617008908e+02 8.850000000000000089e-01
6.142084983587965041e+01 2.030175407060838211e+00 3.169280451361121322e+02 2.650000000000000133e-01
7.478346331564033278e+01 9.115357876829666850e+01 2.523658117367878049e+02 8.649999999999999911e-01
3.459628547689260358e+01 5.465824845318493175e+01 1.116735623490518492e+02 9.849999999999999867e-01
6.168265183723610079e+01 9.315998678849351222e+01 3.049150413708674705e+02 7.500000000000000000e-01
5.925890107897750880e+01 8.087302518020487696e+01 4.922451610216817812e+02 2.399999999999999911e-01
2.782310143271213576e+01 5.869815908013136152e+01 2.170822439645071995e+02 4.349999999999999978e-01
4.930400881448423434e+01 1.383144580677573288e+01 3.632122092335450816e+02 1.549999999999999989e-01
3.924516353322541562e+01 7.764193470899807892e+01 2.793133708948820413e+02 5.999999999999999778e-01
5.762432026399947205e+01 4.403762793673141829e+01 5.684498626391643938e+00 1.000000000000000000e+00
4.119915117683522254e+01 2.857345939976030991e+01 4.486464855773998011e+02 1.049999999999999961e-01
6.304227483115973030e+01 9.879241076057772375e+01 1.138849636309503239e+02 1.000000000000000000e+00
5.622360121777405340e+01 2.000428429610560954e+01 2.584829030239341137e+02 3.750000000000000000e-01
9.718740840048360496e+01 2.969044877479105082e+01 1.594319475479179573e+02 9.000000000000000222e-01
9.663384132721644448e+01 6.636319549426761455e+01 2.773279399117196817e+02 7.550000000000000044e-01
9.551907708829897103e+01 9.261504088632094067e+00 3.562596604835899257e+02 2.949999999999999845e-01
8.976866567657269513e+01 5.698254641926908448e+00 1.778481754639182668e+02 5.250000000000000222e-01
9.913076098505516143e+01 1.512846609710406653e+01 6.138515049046571903e+01 9.899999999999999911e-01
5.499947008926374536e+01 1.232324395706018549e+01 8.253822298985181760e+01 7.550000000000000044e-01
3.428348765862104131e+01 8.972992068969585944e+01 2.430950528499911911e+02 8.249999999999999556e-01
8.473359337603901054e+01 5.071215359271107559e+00 2.611932574553142103e+02 3.699999999999999956e-01
7.718798458971585319e+01 9.706530611749798254e+00 1.115111329509016969e+02 7.199999999999999734e-01
7.798058044608988837e+01 1.961557646961888679e+01 3.223095156392946592e+01 1.000000000000000000e+00
2.479167149152168292e+01 5.642767777804289153e+01 4.068386638470235539e+02 1.049999999999999961e-01
1.234008422211864797e+01 5.355964582797676599e+01 3.555858841911194759e+02 1.150000000000000050e-01
6.663890979962889105e+01 9.399599613721794356e+01 2.427287094442980901e+02 9.449999999999999512e-01
9.581986979812381833e+01 5.600576928975693392e+01 1.045046864011604839e+02 9.949999999999999956e-01
2.605689884835834391e+01 4.640980699519975161e+01 1.870575206081940678e+01 1.000000000000000000e+00
2.609564016101577977e+01 1.602265687954940176e+01 1.562715271389774330e+02 1.600000000000000033e-01
7.782760533168298878e+01 3.700396543777646485e+01 5.417706246368913980e+01 1.000000000000000000e+00
4.446349808571452655e+01 4.848394819482611240e+01 4.503924937082957172e+02 1.600000000000000033e-01
1.160935052256847655e+01 5.399071177587984494e+00 3.623635987684800739e+02 5.000000000000000104e-03
5.461992037762195196e+01 1.561549366764339197e+01 4.497714616580042275e+02 1.300000000000000044e-01
9.660575129217296819e+01 3.176726113331213242e+00 4.968666220875201134e+02 2.049999999999999878e-01
7.834226750955558316e+01 9.496399214420046064e+01 2.327923571916555261e+02 9.350000000000000533e-01
2.751425301788155764e+01 1.996278854397999680e+00 2.599918453447004936e+02 5.000000000000000278e-02
8.723659284313397677e+01 4.582762138332398649e+00 1.616669480598526434e+02 5.550000000000000488e-01
2.047374454881649797e+01 6.019808196261743660e+01 4.262911619411382844e+02 8.000000000000000167e-02
1.000388053965004076e+01 4.527113650146274892e+01 4.722177783213195994e+02 1.499999999999999944e-01
2.961937931360097309e+01 6.085765073433292116e+01 3.086094146762623609e+02 2.250000000000000056e-01
5.356455904887869224e+01 9.656986993597342916e+01 1.640767851873815744e+02 9.899999999999999911e-01
1.010966809054177418e+01 9.838784301545274502e+01 1.228232051302921946e+01 1.000000000000000000e+00
4.178915205797445509e+01 3.320120399968998015e+01 9.403991036531124337e+00 1.000000000000000000e+00
7.810079515122917826e+01 1.001796492002820571e+01 4.819754453008214341e+02 2.700000000000000178e-01
7.475528585675434101e+01 1.081915082637387115e+01 4.756554518925564707e+02 2.099999999999999922e-01
9.209697447593052289e+01 1.574941846972434689e+01 2.099721235845166802e+02 6.500000000000000222e-01
3.927555419424928118e+01 1.261685341742656874e+01 1.803893064893421752e+02 2.700000000000000178e-01
4.313486900612033992e+00 8.725517692422725702e+01 1.499025144108268819e+02 9.899999999999999911e-01
6.109959106149277375e+01 3.623127073556766931e+01 7.100688305093973440e+01 1.000000000000000000e+00
4.666684225261052887e+01 6.044988562266451027e+01 4.293077618735280225e+02 2.500000000000000000e-01
3.332695193615643348e+01 6.770718316084276012e+01 3.370602724066701512e+02 1.799999999999999933e-01
6.221071202262166366e+01 3.971659151953604550e+01 1.452491848738908402e+02 8.349999999999999645e-01
7.954415545263788090e+01 4.922012857386251028e+01 4.477750019211279664e+02 2.949999999999999845e-01
6.415376579237317856e+00 5.224176988350240691e+01 1.835017915368744639e+02 1.199999999999999956e-01
5.117977983100967521e+01 7.353640475004155519e+01 4.973057282384601194e+02 2.899999999999999800e-01
7.445277203948836586e+01 7.730812290281832588e+01 7.786701559571542930e+01 1.000000000000000000e+00
4.368288090939837787e+01 3.996115877355620682e+01 1.508782036941233855e+02 7.399999999999999911e-01
9.340132079817338706e+01 8.563009298165560779e+01 3.317357406743630577e+02 7.049999999999999600e-01
2.178862678073789994e+01 5.229575558277641534e+01 7.662820358452529490e+01 9.899999999999999911e-01
4.535291897761606350e+01 3.993332495498480483e+01 1.249947415810873963e+02 8.750000000000000000e-01
5.020213187411061995e+01 9.085103571783494658e+01 3.822801774176987806e+02 4.799999999999999822e-01
4.388457814756516484e+01 8.895735126717801222e+01 4.095889780249137857e+00 1.000000000000000000e+00
5.208650368107208095e+01 6.449371686037096651e+01 9.958264272856234811e+01 9.949999999999999956e-01
1.825866191482509748e+01 5.979211134400538441e+01 4.672396883642068133e+01 1.000000000000000000e+00
8.129433872076415923e+01 5.914732694524015244e+01 4.781711511038080857e+02 2.999999999999999889e-01
3.814042532028204846e+01 8.689907617384974969e+01 2.689152041667324511e+02 7.550000000000000044e-01
3.444962949084811044e+00 2.945799856867634503e+01 3.518455799198628142e+02 1.000000000000000021e-02
2.742073608011169483e+01 4.546830951759497452e+01 3.301606621950213594e+02 3.250000000000000111e-01
1.644462843182779466e+01 2.972146356866480232e+01 1.039762202554909436e+02 6.400000000000000133e-01
4.554031026200316745e+01 7.354914029697221167e+01 4.787684814016503196e+02 1.549999999999999989e-01
5.847790219461818140e+01 8.546874826036960826e+01 1.292629928529082690e+02 9.849999999999999867e-01
6.151142524878521556e+01 8.189446370572895262e+01 3.239658219114870690e+02 5.550000000000000488e-01
1.396000026787974946e+01 1.880498884592022080e+01 7.913048868678185954e+01 6.750000000000000444e-01
1.534796416076443393e+01 5.157523812248978601e+01 2.535051971313306751e+02 1.449999999999999900e-01
9.350899338716929776e+01 5.058526805392098424e+01 2.765898660912858986e+01 1.000000000000000000e+00
3.196184193744331026e+01 6.689469404971029576e+01 7.725041723226138402e+01 1.000000000000000000e+00
2.457989249616910854e+01 7.625485820447792662e+00 8.079627614821902171e+00 1.000000000000000000e+00
1.837851445570665021e+01 3.477544267071948525e+01 3.247861295847380916e+02 1.499999999999999944e-01
2.719854805735231196e+01 2.725700451059687168e+01 2.350310457525252446e+02 3.500000000000000333e-02
9.764273217333149546e+01 6.746014800269165335e+00 3.998609781254901350e+02 2.650000000000000133e-01
3.265003807933230462e+01 8.350655417289333116e+01 1.535802480255442788e+02 9.799999999999999822e-01
3.359469843782014209e+01 6.993162157096580245e+01 5.222575860712481699e-01 1.000000000000000000e+00
5.472515848978448361e+01 2.505729082724050727e+01 1.825865003106971471e+02 5.250000000000000222e-01
7.606957619991784725e+01 1.604036695571336679e+01 1.729797103653723411e+02 6.500000000000000222e-01
8.078344149326247248e+01 3.363618559398841512e+01 2.708165886837718972e+00 1.000000000000000000e+00
1.741316774885743257e+01 9.325756360117563304e+01 3.754569342037638648e+02 4.149999999999999800e-01
8.523204684216112526e+01 5.621020249802245417e+01 4.534853174113963519e+02 3.200000000000000067e-01
1.114446414350695136e+00 7.475149085435944585e+01 2.521118102065001381e+02 4.000000000000000083e-02
7.740084895215275651e+00 3.281547830537483890e+01 1.790865822434599863e+02 1.250000000000000000e-01
6.347307721072099440e+01 2.567386489967172736e+01 4.304029710359480987e+02 1.199999999999999956e-01
3.756059834379755102e+00 6.440791690501635003e+01 4.607333232846165743e+02 7.000000000000000666e-02
1.955840699554070738e+01 9.994500950253397775e+01 9.796424409472194839e+00 1.000000000000000000e+00
4.197970901355313345e+01 5.787350916574823145e+00 2.482711940079794317e+02 1.549999999999999989e-01
4.773993983566583665e+00 4.819621141032985889e+01 1.324375996590018190e+02 6.999999999999999556e-01
4.937804248114422734e+01 2.050210354463644080e-01 3.769888335122323042e+01 8.750000000000000000e-01
3.992882440314465953e+01 7.335837472023135319e+01 1.702593246552515893e+01 1.000000000000000000e+00
5.343472343912613098e+01 5.038740273155356419e+01 3.760121254722649269e+02 3.200000000000000067e-01
2.035036130213534022e+01 1.236080494919346506e+01 2.892996531242475839e+02 8.000000000000000167e-02
6.086423031093302427e+01 6.477150932024696317e+01 2.569671501756755561e+01 1.000000000000000000e+00
9.795961424114054239e+01 2.911637381109960643e+01 1.470716413583825783e+02 8.950000000000000178e-01
2.463481052001304761e+01 8.762853822231176082e+01 4.346787339850023386e+02 1.400000000000000133e-01
1.754421435091185799e+01 6.039712152734649919e+01 3.915204892860060681e+01 1.000000000000000000e+00
5.678018167906196823e+01 6.694684204131053207e+01 4.420823968918058426e+02 1.499999999999999944e-01
8.619874683518153802e+01 8.964316368881013375e+01 2.206912924312856035e+02 9.499999999999999556e-01
6.548471423360169297e+00 4.345812940723718754e+01 1.311427768799700289e+02 6.450000000000000178e-01
4.963754964090036026e+01 8.129080019981624616e+01 4.782238371392647878e+02 1.950000000000000067e-01
9.774324980523000761e+01 9.940357345107759102e+01 3.382030626477214810e+02 7.850000000000000311e-01
2.120923014816456487e+01 6.474142881895102164e+01 2.378255475625006170e+02 3.250000000000000111e-01
8.481495768422261960e+01 9.050577026716899809e+01 2.052502075890222955e+02 9.749999999999999778e-01
6.356674573413737761e+01 1.446202718514095409e+01 2.360754105409803287e+02 2.550000000000000044e-01
8.612036028013399402e+01 5.769429269085976131e+01 4.908153536717287579e+01 1.000000000000000000e+00
5.375776221592559523e+01 9.805675242267670910e+01 2.416437063115137676e+02 9.250000000000000444e-01
8.466851757299373560e+01 3.931833622873117662e+01 1.484540810953110395e+02 8.900000000000000133e-01
8.799133176678438417e+01 7.122307177858843374e+01 1.110937777435456724e+02 9.899999999999999911e-01
3.542400392544480781e+01 4.915658385100238092e+01 4.730183899741746245e+00 1.000000000000000000e+00
1.385058340883031747e+01 4.644492487980161854e+01 2.723417285464996667e+02 8.500000000000000611e-02
9.869190571104084597e+00 3.335370753809966970e+01 1.567716064664302849e+02 3.300000000000000155e-01
2.223165522851193998e+01 7.340285742471397157e+01 2.494085161118442215e+02 4.749999999999999778e-01
5.369801948320043294e+01 8.439729261991426768e+01 4.404545728145525345e+02 2.600000000000000089e-01
1.490043131596507919e-01 1.801944537490329878e+01 2.656923233459790481e+02 7.499999999999999722e-02
8.156190946988394330e+01 8.749726332589777655e+01 3.975608487688676860e+02 5.300000000000000266e-01
7.074619174498407403e+01 3.739823054254151913e+01 3.338461653380362577e+02 3.850000000000000089e-01
3.799355976028498105e+01 4.949195939133070965e+01 2.013092032901558355e+02 4.799999999999999822e-01
1.883263869921705691e+00 3.698726698357932463e+01 4.024556185879479813e+02 1.499999999999999944e-02
7.273204119875163087e+01 1.018095393754354916e+01 4.116805005972972253e+02 1.300000000000000044e-01
8.003132396832572226e+01 7.004777684531714499e+01 4.403413424506180718e+01 1.000000000000000000e+00
8.844639787203470860e+01 8.366053338600562483e+01 2.993238956118234455e+02 8.100000000000000533e-01
4.504119014392840370e+01 2.559747960012320789e+01 3.069838701512060197e+01 1.000000000000000000e+00
7.030493729060688679e+01 6.375179109155454427e+01 3.068106396986235040e+02 6.949999999999999512e-01
1.925898634927172282e+01 7.388658461553144718e+01 3.102453633941202042e+02 2.300000000000000100e-01
1.319017124241047156e+01 2.095520097987088093e+01 2.944045182495514155e+02 8.999999999999999667e-02
3.724943447361959414e+01 4.069422040281992281e+00 2.377443768385575140e+02 1.350000000000000089e-01
4.269627393831028428e+01 2.994918729649053546e+01 1.071176019750936348e+02 8.599999999999999867e-01
3.532474196290667123e+01 8.705379803385322646e+01 4.252065485982989230e+02 2.700000000000000178e-01
7.313583800286446035e+01 4.905049552847273731e+00 2.738851088897085901e+02 3.250000000000000111e-01
4.889260523099068223e-01 8.264202046054478501e+01 3.037709472086347660e+02 1.499999999999999944e-02
9.485835108927101089e+01 9.260662581352079314e-01 6.349945695786612987e+01 9.150000000000000355e-01
6.526189196588136099e+01 1.784283898873462704e+01 1.699389218199718812e+02 5.649999999999999467e-01
5.684270893965902616e+01 4.208223141859309635e+01 2.905723894875213773e+02 4.799999999999999822e-01
9.472352969076816009e+01 6.745007636292430675e+01 4.446217455520931594e+02 4.450000000000000067e-01
1.946646192222142702e+01 6.580267408123523865e+01 2.117586232301086397e+02 5.000000000000000000e-01
4.612514455503705335e+01 5.763572529702925351e+01 4.500649427593880887e+02 1.849999999999999978e-01
2.115657686843506724e+01 5.665888031422979765e+01 3.869121670257016490e+02 1.150000000000000050e-01
5.394970660840670007e-01 8.969534317612647101e+01 4.982513124981920214e+02 9.500000000000000111e-02
3.768923636894001561e+00 7.438440473193017510e+01 3.218105201068014480e+02 3.500000000000000333e-02
2.429025515019718284e+01 2.507874640259902321e+01 2.412246631020389032e+01 1.000000000000000000e+00
3.649258758397039060e+00 5.343410133570235843e+01 2.897134082775892239e+02 1.449999999999999900e-01
3.387491319997721462e+00 2.565388158762004878e+01 1.533733964042252751e+02 1.549999999999999989e-01
4.180062745495121135e-01 1.995479489101910531e+00 5.043454456325048341e+01 3.500000000000000333e-02
4.208560288188145648e+01 9.767287174451945475e+01 3.087651646353229467e+02 7.349999999999999867e-01
7.699770670541970219e+01 9.393600248989855572e+01 1.183819751404698764e+02 1.000000000000000000e+00
9.055113552125209253e+01 9.832393350071190241e+01 1.461746423473689447e+02 1.000000000000000000e+00
6.989171940484001766e+01 6.391541578741022533e+01 3.966526125903343427e+02 4.349999999999999978e-01
7.688576802429140855e+01 5.291265441393780122e+01 3.205233826399621648e+02 4.550000000000000155e-01
7.580376871948492123e+01 2.334341102335537244e+01 1.666204354135762742e+02 6.650000000000000355e-01
8.353950529439435968e+01 4.750011675043212023e+01 3.993651852860971303e+02 2.700000000000000178e-01
6.340096950530290343e+01 2.410272520810181618e+00 1.813211042808161437e+02 3.200000000000000067e-01
8.201537717513215853e+01 3.111224859187883851e+01 2.166317391373237911e+02 5.799999999999999600e-01
7.166562745609013518e+01 1.976676332398167801e+01 3.097012687140828575e+02 3.499999999999999778e-01
2.490765462195398072e+01 9.550764336335916482e+00 4.734820654159957485e+02 5.999999999999999778e-02
5.991298090663582343e+01 2.856853201151632504e+01 4.260355525237839061e+02 2.000000000000000111e-01
3.417114721165404490e+00 7.112123411575757359e+01 3.093969763304489220e+02 2.999999999999999889e-02
6.669310838004230391e+01 8.829943330145766822e+01 4.175467519688950233e+02 4.550000000000000155e-01
5.324148598272936539e+01 7.777325282528956052e+01 3.260602001353419155e+02 5.699999999999999512e-01
6.437955395458345720e-01 1.779651305670157058e+00 1.353132419484132356e+02 1.499999999999999944e-02
2.482443258850582879e+01 3.066483775136326528e+01 1.243682491647842880e+01 1.000000000000000000e+00
3.830417477906353696e+01 1.850707871352150846e+01 2.062740605836032728e+02 2.899999999999999800e-01
5.521244536613979648e+01 1.546027651331762343e+01 3.977705754780230336e+02 2.099999999999999922e-01
6.805099779990162290e+01 9.775523963726159593e+01 1.831035110285930045e+02 9.799999999999999822e-01
5.305064130498049479e+01 8.081936364269996886e+01 2.177353581296077891e+02 8.249999999999999556e-01
7.194844829938631392e-01 1.365287446317255160e+01 3.035824797416613023e+02 1.499999999999999944e-02
