#                      B                        I                        T                        M
6.047552826710006713e+01 5.022764408093782862e+01 1.876242573339197861e+00 1.000000000000000000e+00
8.558646582383062196e+00 8.872587836585779542e+00 4.924734488396745746e+02 1.499999999999999944e-02
7.974276455347649062e+00 5.798523404283884020e+01 4.565670028980790107e+02 1.100000000000000006e-01
7.643541030690131777e+01 4.004265389301081512e+01 4.353175177026610072e+02 3.900000000000000133e-01
3.618369842858798791e+01 9.385213925852902150e+01 2.821538736369391813e+02 9.549999999999999600e-01
3.888563112923936416e+01 6.048185169009669693e+01 1.849655984353121880e+02 9.549999999999999600e-01
3.889712816028053766e+01 7.617841976881625499e+01 2.415494891828364530e+02 9.449999999999999512e-01
8.189441963869143137e+00 6.047400117650034446e+01 1.261577934783310866e+02 9.899999999999999911e-01
4.382353304678873229e+01 1.322312640648335957e+01 8.746953547575157017e+01 8.399999999999999689e-01
6.087306179746353507e+01 6.779064035000857302e+01 4.347971471577963030e+02 3.599999999999999867e-01
8.812496195718021852e+01 4.079000342468540907e+01 3.089731674506649597e+02 6.750000000000000444e-01
1.970020028136404733e+01 7.353819950624668422e+00 1.473239033507818476e+02 2.149999999999999967e-01
2.009937500890823969e+01 4.205679843283908070e+01 2.066524248934105117e+02 6.149999999999999911e-01
6.960419319739520461e+01 1.752287333836363814e+00 4.831037509827148710e+02 7.499999999999999722e-02
1.960910131953613700e+01 1.251196728759516930e+01 1.014661606790703559e+02 4.650000000000000244e-01
4.667157219915646493e+01 4.721611526769985545e+01 5.272369297845625624e+01 1.000000000000000000e+00
8.287412462427946025e+01 9.725968278721643401e+01 8.498453916799519448e+01 1.000000000000000000e+00
2.496421523314383251e+01 4.619260087949388094e+01 3.730263879704434089e+02 1.300000000000000044e-01
2.876279561213746661e+01 1.747821919667643442e+00 6.841402838195932645e+01 4.299999999999999933e-01
2.926741173862009759e+01 3.399011775181112682e+01 4.443041263583785394e+01 1.000000000000000000e+00
1.663360309678249394e+01 9.640812428747199192e+01 6.985861311818723607e+00 1.000000000000000000e+00
2.546274627743538588e+01 6.832146599245626817e+01 3.475069492431341587e+02 2.999999999999999889e-01
4.033524258858000877e+01 5.636555558549643763e+01 1.986448452440092183e+02 9.549999999999999600e-01
1.471749594114019999e+01 2.272255104942733794e+01 4.415993482056506423e+02 8.000000000000000167e-02
7.661285970067433482e+01 8.108890995926874723e+01 3.537248207678561585e+02 8.449999999999999734e-01
1.447171586699211332e+01 6.211658113628132583e+00 1.140746620607539512e+02 2.399999999999999911e-01
5.047287434933301853e+01 5.277741987999932149e+01 3.377537626353949918e+01 1.000000000000000000e+00
1.442312173088306793e+01 4.775264454691211569e+01 3.200741368394614597e+02 2.099999999999999922e-01
1.745613321049755484e+01 6.701662624059213158e+01 4.620233048931994517e+02 2.500000000000000139e-02
2.305587565413644313e+01 1.613747508746527615e+01 2.228821112269184255e+02 1.799999999999999933e-01
2.101080655546290643e+01 1.056198853133861348e+01 5.245353581705114721e+01 8.800000000000000044e-01
9.816690527154716506e+01 2.642732900672160667e+01 3.895281336374822558e+02 3.449999999999999734e-01
8.673968664579518872e+01 7.045519379447074471e+01 3.824676572356239603e+02 7.299999999999999822e-01
7.088778755482850613e+01 7.670984806337941109e+01 1.929093336750516414e+02 1.000000000000000000e+00
8.991814986650096841e+01 3.411187938572804512e+01 9.185630340944533145e+01 1.000000000000000000e+00
5.911829409372843713e+01 5.502883919159368276e+01 3.008211246609241698e+02 5.400000000000000355e-01
1.403816734828036772e+01 2.030560666694421457e+01 4.901632531206928434e+01 9.849999999999999867e-01
7.586458525927280050e+01 6.759857492866936468e+01 3.151411846028896662e+02 8.299999999999999600e-01
4.747371265924373063e+01 1.802025100884432618e+01 4.211548520929316055e+02 1.350000000000000089e-01
2.467805531927636764e+01 3.534672513112180070e+01 2.152104425944233412e+02 5.250000000000000222e-01
1.658974005328208534e+01 7.353016867353943553e+00 1.491358756848516123e+02 1.499999999999999944e-01
1.493247747074013887e+01 8.638769453317289049e+01 2.992265345769702662e+02 9.200000000000000400e-01
5.574557060335275338e+01 5.636924346572465794e+01 4.154003477093891661e+02 4.099999999999999756e-01
3.827359189479271606e+01 5.117724060949778675e+01 1.533057878775741756e+01 1.000000000000000000e+00
9.152486726145573925e+01 7.973964555658156428e+00 4.075019639318930444e+02 3.200000000000000067e-01
1.187189902618612791e+00 4.997743940330136070e+01 3.752823694423179859e+02 8.999999999999999667e-02
1.415545327426275435e+01 3.190103646385585989e+01 3.826185606493014006e+02 2.999999999999999889e-02
8.520849425091405749e+01 8.798178629818679042e+01 1.411718496244280914e+02 1.000000000000000000e+00
9.606087861165308084e+01 4.770309617706354999e+01 3.468834736566770971e+01 1.000000000000000000e+00
4.033989705100852063e+01 9.939595495202951270e+01 1.265707335847782247e+02 1.000000000000000000e+00
4.580129035189060005e-01 6.206322724325696072e+01 4.755645043910681693e+02 2.999999999999999889e-02
8.298080605996165104e+01 4.211001640090221798e+01 1.582966221124621597e+02 9.649999999999999689e-01
8.799175260441492696e+01 5.442137948685010684e+01 2.470873852061265552e+02 8.349999999999999645e-01
8.606023806155764078e+01 3.845450009509529110e+01 4.828279876684205760e+02 1.950000000000000067e-01
2.940748860872332671e+01 5.777668393696162497e+01 3.510197025526532570e+02 3.099999999999999978e-01
5.530722536622386798e+01 3.110068886173120006e+01 2.826125154179629817e+01 1.000000000000000000e+00
4.200379236438488562e+01 1.889807012452041590e+01 3.097528388364719376e+02 1.250000000000000000e-01
7.363167683393307072e+01 4.634510364558445872e+01 3.781905630692327804e+02 3.850000000000000089e-01
5.518493468059233464e+00 4.480527882664079442e+01 3.873871763487160251e+02 1.000000000000000021e-02
9.613162296824117448e+01 4.262719618255933796e+01 1.032327795819679750e+02 1.000000000000000000e+00
2.191492187394237590e+01 9.602196824564198607e+01 1.202029211762762770e+02 1.000000000000000000e+00
2.439566720020900448e+01 3.985546798117894696e+00 3.316357744989877574e+02 1.049999999999999961e-01
3.416640293861186706e+01 3.954207533596051150e+01 1.125449438204917669e+02 9.899999999999999911e-01
5.696345755115490306e+01 8.197165451715359552e+01 2.765897850243266021e+02 9.350000000000000533e-01
8.036805749105998586e+01 8.347665860523669323e+01 8.751933061129392399e+01 1.000000000000000000e+00
1.849300107738871191e+01 1.787061750307007912e+01 1.261306393676203470e+02 4.249999999999999889e-01
6.015936281686340692e+01 6.323614282086029448e+01 5.080264666397715700e+01 1.000000000000000000e+00
7.156764350889960724e+01 2.689434576764099916e+01 4.377525373861093385e+02 7.499999999999999722e-02
6.876693395650904961e+01 4.755016884629829121e+01 3.907943981013195867e+02 3.599999999999999867e-01
9.646176819497131305e+01 5.845498178643886433e+01 4.428172711686563616e+02 3.900000000000000133e-01
3.413702407666661998e+00 4.795775589907371739e+01 4.731198387631725382e+02 2.500000000000000139e-02
8.438439313914825846e+01 4.236715256591519818e+01 1.624809180982862244e+01 1.000000000000000000e+00
8.390055618467144427e+01 1.463202272408422289e+01 4.319227578860121071e+02 2.349999999999999867e-01
3.054424312635273964e+01 8.148719334683768523e+01 4.408806041765764121e+02 3.400000000000000244e-01
1.899066658558177778e+01 7.340494179561287069e+01 2.187071087000883267e+02 9.300000000000000488e-01
6.335168605666694219e+01 4.160965722345088125e+01 1.542476650036405204e+02 9.649999999999999689e-01
6.755093468862217776e+01 1.729507633275926537e+01 2.702128429149485100e+02 3.449999999999999734e-01
9.456866303251587169e+01 9.646981245858647469e+01 4.977921063594959605e+01 1.000000000000000000e+00
6.352135330307233829e+01 8.249049109169362737e+01 8.018109789073298543e+01 1.000000000000000000e+00
8.069488465024046775e+01 9.290691859957254906e+01 2.387861439531623091e+02 1.000000000000000000e+00
8.682756435180949950e+01 6.600482947355234842e+01 1.768822871797523817e+02 1.000000000000000000e+00
7.423850262433484204e+01 1.446301834719622548e+01 3.482082101084404258e+02 2.899999999999999800e-01
5.250920755334378498e+01 7.404745276998050940e+01 1.330696805750678209e+02 1.000000000000000000e+00
4.354479481720415635e+01 7.279689890830967158e+01 3.374142668951976702e+02 5.300000000000000266e-01
8.597850693276474487e+01 4.630843192837302524e+01 8.697325684201587137e+00 1.000000000000000000e+00
9.303729152545689374e+01 8.599045420493020231e+01 2.947170314741704260e+02 9.399999999999999467e-01
3.121806082160013318e+01 8.811967835448740516e+00 1.095698821858411520e+02 3.150000000000000022e-01
9.273881807209846784e+01 7.140190762267090463e+01 4.609874834578752711e+02 5.999999999999999778e-01
2.543007113191953295e+01 6.615742368281445351e+01 2.379889751221158463e+02 7.850000000000000311e-01
7.520433494661092766e+01 2.570585368012473282e+01 2.020161947479971332e+01 1.000000000000000000e+00
2.680174522176423579e+01 4.634432416960232359e+01 1.791900449724968212e+02 8.850000000000000089e-01
1.117502096918001087e+01 7.995111420854671280e+01 3.383439126419442005e+02 5.500000000000000444e-01
6.116160352364673258e+01 9.221499506484315134e+01 1.644536119069156257e+02 1.000000000000000000e+00
7.827665144581203549e+01 6.075087747919582171e+00 2.738951358022261502e+02 3.099999999999999978e-01
4.714690188914541125e+01 6.574729500666211379e+01 9.735630694450691180e+01 1.000000000000000000e+00
7.596659853499924964e+01 5.984603685616437474e+01 3.102458011207556865e+02 7.700000000000000178e-01
7.392422911870708901e+01 2.817132381245924933e+01 2.051499294383551160e+02 8.000000000000000444e-01
9.146638728805430674e+01 3.519821210966829028e+01 2.363640050706076181e+02 7.750000000000000222e-01
8.595349393692572448e+01 4.944839111099707196e+01 1.013549407705261274e+02 1.000000000000000000e+00
4.555108327265916301e+01 7.355573106526512106e+01 2.815608363833617886e+02 9.000000000000000222e-01
3.411769078585507486e+00 8.344475646579169847e+01 9.961385845313623122e+01 1.000000000000000000e+00
5.044011858411586502e+01 7.169648046314264889e+00 2.588179331671367436e+02 1.499999999999999944e-01
4.774064985910248282e+01 8.111521105897436712e+01 2.510986460124662187e+02 8.649999999999999911e-01
8.287292161677758884e+01 9.508344757662450775e+01 4.062953203470987660e+02 8.599999999999999867e-01
7.383153184678323555e+01 4.372603986960993439e+01 7.725896337423654359e+01 9.949999999999999956e-01
6.301176133491443920e+01 2.294593687821230787e+01 1.739352692958889861e+02 6.949999999999999512e-01
3.807595341418985413e+01 3.595880792908829449e+01 2.961675315779625066e+02 2.399999999999999911e-01
6.860874205458601693e+01 9.155031094394956881e+00 3.977390489607213908e+02 1.350000000000000089e-01
5.411302158677070651e+01 7.972089186977919439e+01 5.498036870261358899e+01 1.000000000000000000e+00
5.853989164117076882e+01 8.165850301029071545e+01 2.983956557994308696e+02 8.549999999999999822e-01
5.233831921393333886e+01 9.177799243029502918e+01 2.251639815929473230e+02 1.000000000000000000e+00
6.263142838815301161e+01 4.364383928595960782e+01 3.879388014669873428e+02 3.200000000000000067e-01
7.813221634326809806e+01 9.609945688020621901e+01 1.071238191714923573e+02 1.000000000000000000e+00
7.345382502257128010e+01 6.588808863145800387e+01 4.072390974085657831e+02 5.649999999999999467e-01
7.926003047300179105e+01 2.482676611396260569e+01 2.187345874266337091e+02 6.099999999999999867e-01
5.010684827311781930e+01 6.912179345629283489e+00 4.151727632880657666e+02 1.400000000000000133e-01
7.306852013589239903e+01 1.663803806089603654e+00 3.867151622883818618e+01 9.849999999999999867e-01
6.923604118623796921e+01 7.790047640362391235e+01 2.934158605896054723e+02 9.300000000000000488e-01
5.941150150385539064e-01 2.746297843698317820e+01 3.896984405268353271e+02 1.000000000000000021e-02
4.717101203463163017e+01 9.018654122457203925e+01 4.808110639608652832e+02 3.049999999999999933e-01
9.914993854833950593e+01 9.975583407666194091e+01 2.548327118312218715e+02 9.949999999999999956e-01
7.594153480941477596e+01 7.443649266736470338e+01 1.517411226777765592e+02 1.000000000000000000e+00
5.932845845911541005e+01 6.014742202866293042e+01 4.662535755933203063e+02 2.849999999999999756e-01
8.448774071806383290e+01 4.451163154214441420e+00 3.531384935876826603e+02 2.500000000000000000e-01
1.005592529097629040e+01 5.868177437530944474e+01 3.728626882624155314e+02 6.500000000000000222e-02
6.718026533032426073e+01 1.134647835002454030e+01 2.110854171409113178e+02 4.550000000000000155e-01
4.582467256229138286e+01 6.607363938594835417e+01 3.331535212723151176e+02 7.349999999999999867e-01
5.362975851592367604e+01 4.821567750207704961e+01 1.828540842491453304e+02 9.549999999999999600e-01
4.066521472055345754e+01 1.834508594684423599e+01 4.735331055992857046e+02 1.499999999999999944e-02
4.209287879916922748e+01 3.013095295072719182e+01 4.025924335833693135e+02 9.500000000000000111e-02
3.720676771127483562e+01 9.138289719718343918e+01 4.345788963744053035e+02 4.349999999999999978e-01
1.266097666558138712e+01 6.505615593188828427e+01 1.036650114568598724e+02 1.000000000000000000e+00
4.763802740030100580e+01 5.602192210240009018e+01 2.984284919814562045e+02 7.299999999999999822e-01
7.547214063869553513e+01 5.847298843278822744e+01 4.472769327133648858e+02 3.549999999999999822e-01
7.374321690767260407e+00 7.016486954726360636e+01 4.399798018716187471e+02 2.300000000000000100e-01
1.294244756587005440e+00 8.851841450585261839e+01 3.590121197934763586e-01 1.000000000000000000e+00
5.934986086324588683e+01 7.094453864453049619e+01 3.492348098313751166e+02 7.650000000000000133e-01
2.266379009905473652e+01 6.050513726962105920e+01 1.140396781169768019e+02 1.000000000000000000e+00
4.606000771581197029e+01 9.731178459988390728e+01 4.278189913654144902e+02 8.100000000000000533e-01
2.852413821694881335e+00 3.583457360926600188e+01 4.152470926377744718e+02 5.000000000000000278e-02
6.564760743581966551e+01 7.197398004857592468e+01 3.558106818979752006e+01 1.000000000000000000e+00
9.126548824315460706e+01 2.840398698470588101e+01 2.325083879416790751e+02 7.750000000000000222e-01
9.632640574724304372e+01 2.660446592710511027e+01 2.332465603582780886e+02 6.949999999999999512e-01
2.168353740934757923e+01 2.054743096605375285e+01 4.779480670732689305e+02 5.999999999999999778e-02
6.296426518124551563e+01 8.217690474243812560e+01 3.327747565400371172e+02 8.750000000000000000e-01
9.524749650211717267e+00 6.610276708907082366e+01 2.956495438866226664e+02 3.049999999999999933e-01
1.328266293536979958e+01 8.298326729778688104e+01 3.321534836739269281e+02 7.550000000000000044e-01
5.472897266789107107e+01 8.007327491025205290e+01 1.008809003145336192e+01 1.000000000000000000e+00
3.310265358512023681e+01 4.240427717256697093e+01 4.207030389174786933e+01 1.000000000000000000e+00
7.083275814763754852e+01 2.528347259689547855e+01 2.032408870824360747e+02 7.399999999999999911e-01
3.269750657681296957e+01 4.780053141249926085e+01 1.311899154822958735e+02 9.849999999999999867e-01
2.349222196129133522e+00 8.258450907922463102e+01 3.465542897836337488e+01 1.000000000000000000e+00
4.978422084803907666e+01 2.839996732103777788e+01 3.620200725884371877e+02 2.300000000000000100e-01
5.016819398918360662e+01 5.283566109564858948e+00 2.063571365116025618e+02 2.550000000000000044e-01
2.851908191788299973e+01 4.618015960467430148e+01 3.769853340633361540e+02 2.149999999999999967e-01
4.276672988787632335e+01 7.036736946327229703e+01 1.652868437911851061e+02 9.849999999999999867e-01
1.093333555642851707e+01 5.719500627088508793e+01 2.783604598658827172e+02 5.150000000000000133e-01
5.728682662511926083e+01 4.801991848679199393e+01 4.547908729826218632e+02 3.300000000000000155e-01
6.775742502367188536e+01 8.693708897706395078e+01 4.753774901026258703e+01 1.000000000000000000e+00
5.291899198772589585e+01 6.295945972563852422e+01 4.202604753298815012e+02 3.250000000000000111e-01
3.533973836132008728e+01 9.063368785730290256e+00 3.275048641121955484e+02 7.499999999999999722e-02
4.810397109463850995e+01 7.692127241564841711e+01 1.477296965605890477e+02 1.000000000000000000e+00
7.136976198841189500e+01 8.108161688754081808e+01 2.866046238007003240e+02 9.350000000000000533e-01
8.696104759157255160e+01 7.137805478743499066e+01 9.509738267983766491e+01 1.000000000000000000e+00
2.443885589127641822e+01 3.406275971622474685e+01 1.601581292727852315e+02 7.449999999999999956e-01
9.358388841358983257e+01 1.695744957443896794e+01 2.498170542359720514e+02 5.050000000000000044e-01
8.106754383906826433e+01 4.883997931836825046e+01 1.917558010395779888e+02 9.399999999999999467e-01
6.286467084009693451e+01 3.310099943912271669e+01 1.468161777708977525e+02 9.499999999999999556e-01
5.681345313738813729e+01 2.065930603496875051e+01 3.947121904907979228e+02 1.950000000000000067e-01
7.100523837105912150e+01 4.854511146156074375e+01 1.104501912809079158e+02 9.949999999999999956e-01
5.149784548194622857e+01 7.721610188000138919e+01 4.516946570964146304e+02 5.600000000000000533e-01
2.286498731333608703e+01 3.053610030227712002e+01 4.565931847141628737e+02 5.500000000000000028e-02
2.261882860363586190e+01 8.933955424745282414e+01 3.607989048055213743e+02 8.399999999999999689e-01
8.891881656293909941e+01 6.338574095405101616e+01 2.043486059936175252e+02 9.849999999999999867e-01
5.863866577265358870e+01 5.676000245352796014e+01 2.385861162947668959e+02 9.150000000000000355e-01
7.988673963642331444e+01 5.658878275427197480e+01 4.074518366216011032e+02 4.400000000000000022e-01
6.951164194052333301e+01 7.684067328007657238e+01 2.440143060565299606e+02 9.749999999999999778e-01
4.090789794745157337e+01 8.528329083347222195e+01 8.552233826853625942e+01 1.000000000000000000e+00
5.428542099370767460e+01 1.495135741800353912e+00 4.249176941530038789e+02 1.400000000000000133e-01
5.067924902153649924e+01 6.112182381679389209e+00 3.895640585630615078e+02 1.150000000000000050e-01
3.119447171374464745e+01 7.247773420923796550e+01 1.516855678598626014e+02 9.899999999999999911e-01
4.369762621306620076e+00 6.339852380070185234e+01 3.016647109419453159e+02 2.650000000000000133e-01
1.131975203461476553e+01 9.885534581076205995e+01 2.090329835567487748e+02 9.849999999999999867e-01
4.482657271870772320e+01 3.952763012693504407e+01 1.917413489808184863e+02 8.349999999999999645e-01
1.424968164368630141e+01 5.056244326357710861e+01 3.232277657574945806e+02 1.700000000000000122e-01
3.301395544696956108e+01 4.797016152989483828e+01 3.295397059246982963e+02 2.449999999999999956e-01
8.464182516566359027e+01 7.659730760943483574e+01 2.313712837332319054e+02 9.799999999999999822e-01
7.501861060995463504e+01 4.507824638212382240e+01 3.456245511487743443e+02 5.550000000000000488e-01
4.945295484176163114e+01 9.355411900922106838e+00 2.156923160960216137e+02 1.849999999999999978e-01
2.057059112744640572e+01 1.142804709793851714e+01 2.432085211720545317e+02 1.700000000000000122e-01
5.609671596146682759e+01 3.203473638313215588e+01 1.662711098611794682e+02 9.050000000000000266e-01
2.320934169130794089e+01 8.600007866002678725e+01 2.093925207816135980e+02 9.849999999999999867e-01
6.719873307220376546e+01 5.280074381849814102e+01 2.854451896081861832e+02 6.949999999999999512e-01
5.961499203210311038e+01 1.111633801077678640e+01 3.009694731876145397e+02 2.149999999999999967e-01
1.072446900159465599e+01 8.349125423748020580e+01 1.733323362328962958e+02 9.899999999999999911e-01
9.875316971645929698e+01 5.464843338613803780e+00 4.727302436002016179e+02 1.799999999999999933e-01
5.880808594592004113e+01 6.613292940229288774e+01 4.266702477775521629e+02 5.550000000000000488e-01
7.802873395074684026e+00 9.444679754802605487e+01 2.564128469972030189e+01 1.000000000000000000e+00
9.927334700315701355e+01 6.957744931878035288e+01 3.472039591024405354e+02 8.800000000000000044e-01
8.281799273003744588e+01 6.236149633494827071e+01 1.709188256368894372e+02 9.949999999999999956e-01
8.415489202452840800e+01 3.190244675867688784e+00 1.212700303523805019e+02 6.350000000000000089e-01
4.513026085612953153e+01 8.550829083348145332e+01 1.151284647925390914e+02 1.000000000000000000e+00
9.289111843214212172e+01 1.881905384053307273e+01 6.223464285596833179e+01 1.000000000000000000e+00
4.167776003994229228e+01 7.125476194968138088e+01 2.978241212110749530e+02 9.000000000000000222e-01
8.607983293758209697e+00 7.693151269072686205e+01 4.957348472832604216e+02 1.350000000000000089e-01
3.963421724462909879e+01 2.890608700817431043e+01 1.236938276835833221e+02 9.000000000000000222e-01
6.979915018718997999e+00 1.164920680977080281e+01 3.062294310503033330e+02 8.500000000000000611e-02
8.828419234336905674e+01 5.998601458920384744e+01 1.045711134524650561e+02 1.000000000000000000e+00
9.041983812799048792e+01 4.886757253183306204e+01 9.884378704847125618e+01 1.000000000000000000e+00
4.470285213005205094e+01 4.362030395819239459e+01 1.278140210144180742e+02 9.599999999999999645e-01
2.178489563963876208e+01 5.449914819934804200e+00 4.016956296701110318e+02 5.500000000000000028e-02
8.495338413483408146e+01 8.401232756845492133e+01 3.669012831627391051e+02 8.549999999999999822e-01
8.808777871479361465e+01 2.081014898328177765e+01 3.040476120705951075e+02 4.849999999999999867e-01
6.363535892216891909e+01 9.354692960292170767e+01 2.897255705764968070e+02 9.849999999999999867e-01
9.486502260599934289e+01 2.071727365449751801e+01 2.650888845126469278e+02 5.250000000000000222e-01
