#                      B                        I                        T                        M
2.077043821329708351e+01 3.883017248975887270e+01 6.264048658750355969e+01 9.300000000000000488e-01
4.145974112699917669e+00 2.100980625996541562e+00 6.657960470962191835e+01 5.000000000000000104e-03
8.798876311123335370e+01 2.400787560415366784e+00 8.281976248925957407e+01 8.249999999999999556e-01
9.797842080806951515e+01 1.222901377026100533e+01 8.781228966267472913e+01 9.100000000000000311e-01
2.200803081409547701e+01 4.963415998791640504e+01 6.714700693832563161e+01 9.749999999999999778e-01
7.674141707724260186e+01 4.550993111643715139e+01 5.792695713427730198e+01 9.949999999999999956e-01
8.338727624178616793e+00 9.994142188677498950e+01 5.093830864883784670e+01 1.000000000000000000e+00
9.005302713390256031e+01 3.702704347192597822e+01 4.168346631005468339e+01 1.000000000000000000e+00
5.428798166913529855e+01 6.513395121023454237e+01 4.064569282691712715e+01 1.000000000000000000e+00
9.617833564299499471e+01 6.376883799841785105e+01 9.421674109052965207e+01 1.000000000000000000e+00
5.116558444628226709e+01 9.808771394708601576e+01 9.174647482652176222e-03 1.799999999999999933e-01
9.227437002207835803e+00 6.044325589802596710e+00 4.980241553539861599e+01 2.849999999999999756e-01
1.204078435234238498e+01 5.126873211343443160e+01 9.893666660660632317e+01 8.449999999999999734e-01
7.916779023687220729e+01 3.207694326643468230e+01 9.875004420073977940e+01 9.350000000000000533e-01
2.184932216134475880e+01 4.815510163992649240e+01 5.040650906892361149e+01 9.899999999999999911e-01
5.585679934018493498e+01 5.138469969019446637e+01 4.189905023031189302e+01 1.000000000000000000e+00
6.502442328625971868e+01 2.624308811665440544e+01 6.029664135517008816e+01 9.799999999999999822e-01
7.505971250841867004e+01 2.428971611066198477e+01 7.326043889303036849e+01 9.549999999999999600e-01
7.503989306498623080e+01 6.541727982543451958e+01 4.191071397197391946e+01 1.000000000000000000e+00
8.501958093572929442e+01 8.806855710405994841e+01 4.607464005030660559e+01 1.000000000000000000e+00
8.535440437233569355e+01 4.017224918819323420e+00 7.477691902979424299e+01 8.750000000000000000e-01
8.255680701855524717e+01 6.559331490136560205e+01 1.622877990726726694e+01 1.000000000000000000e+00
7.389581085454545928e+01 1.696416380317663197e+01 9.067040548709168490e+01 8.249999999999999556e-01
8.834119859916194173e+01 4.779234923367150145e+01 9.057242301315379507e+01 9.949999999999999956e-01
7.589707833574843221e+01 6.504698010005142805e+00 4.733286848067335484e+01 9.699999999999999734e-01
2.744734224109103593e+01 6.669538601808739031e+01 9.817175801216876607e+00 8.000000000000000167e-02
7.331364375615422091e+01 8.672622394717373595e+01 4.668181383195832979e+01 1.000000000000000000e+00
8.614229149144088638e+01 7.241905222290682786e+00 9.498969530895109870e+00 1.000000000000000000e+00
2.621166553400840371e+01 1.757358314699897051e+01 1.451352143779659798e+01 1.000000000000000000e+00
2.954584653311989939e+01 3.018336975134872091e+00 7.269447899283157710e+01 4.349999999999999978e-01
3.049416128017713845e+01 6.613601606804434141e+01 3.025466258067169179e+00 2.999999999999999889e-02
3.338866344274990183e+00 6.994117601055043565e+01 6.379843660439303932e+01 1.000000000000000000e+00
7.843167894921606376e+01 8.132648540817616833e+01 6.427805721037312026e+01 1.000000000000000000e+00
6.662262235697778578e+01 5.230840180290158514e+00 8.666540792645821512e+01 7.449999999999999956e-01
3.413054898236424606e+01 4.609781183177439345e+01 8.451521638507949774e+01 9.350000000000000533e-01
3.220421204908025459e+01 4.769696699990041111e+01 9.417594798588642391e+01 9.250000000000000444e-01
7.607985354127940525e+01 9.599082791974903728e+01 7.703173988925303206e+01 1.000000000000000000e+00
1.717594405060468432e+01 8.051747995741938269e+01 2.040421157765578641e+01 1.300000000000000044e-01
3.723594041109934238e+01 9.471807627538967722e+01 8.188142154303800169e+01 9.949999999999999956e-01
5.924612560242835002e+00 3.913036701621849289e+01 1.075887557984670195e+01 5.849999999999999645e-01
3.549169493850173751e+01 7.523768540617621170e+01 9.372117876684723115e+01 9.899999999999999911e-01
8.747707227902488114e+01 3.542300197610649093e+01 1.142687245847477584e+01 1.000000000000000000e+00
5.658808112695840009e+01 3.950896055344338720e+01 7.498015441909565482e+01 9.849999999999999867e-01
7.940583854949903753e+01 3.111277162503036209e+01 7.705565573219509190e+01 9.699999999999999734e-01
6.191419031223176717e+00 1.235924577765862864e+01 6.096589557657870273e+01 2.449999999999999956e-01
9.086116076249182072e+01 2.030743703859101856e+00 9.384367872813695044e+01 7.449999999999999956e-01
2.899555970658521176e+01 6.300947998708200970e+01 2.941541707001299244e+01 1.000000000000000000e+00
5.833013614228244847e+01 9.747740486577532693e+01 5.131040320371235453e+01 1.000000000000000000e+00
9.841541610759952619e+01 9.494160382629858930e+01 9.067620439484399242e+01 1.000000000000000000e+00
4.548341069059297581e+01 6.352381532933225827e+01 5.834231679059226394e+01 1.000000000000000000e+00
7.173143958969171763e+01 1.250320641493881624e+01 2.231273171432721369e+01 1.000000000000000000e+00
6.173465183760821162e+01 9.567527960445121948e+01 1.842031298775380321e+01 1.000000000000000000e+00
4.683747514325739303e+01 3.070984377240586127e+01 1.550635261052050851e+01 1.000000000000000000e+00
7.678741080803774821e+00 6.053582042184930856e+01 9.175947859329700407e+01 8.699999999999999956e-01
9.729415821977850953e+01 2.497377782271479418e+01 5.223777021352775307e+01 9.949999999999999956e-01
6.110768569971890685e+01 3.099261160455233721e+01 3.057250895885196940e+01 1.000000000000000000e+00
3.608773468995604361e+01 3.717452158869127743e+01 1.058252242861884440e+01 1.000000000000000000e+00
5.761501053495526747e+01 2.985577640283692347e+01 6.019161242262172351e+01 9.849999999999999867e-01
6.778481524807006053e+00 9.170765159043821768e+01 8.725350655692507473e+01 9.949999999999999956e-01
6.582856575200824523e+01 3.334820981128913786e+00 6.310919508757380214e+01 8.249999999999999556e-01
4.824417910823039790e+01 3.459745513267208139e+00 7.192193828318406190e+01 5.550000000000000488e-01
6.433665604108213643e+01 7.238244259726342023e+01 4.796150898293362985e+01 1.000000000000000000e+00
6.326530715755410483e+00 2.194080616804404826e+01 4.955312918880871820e+01 7.399999999999999911e-01
7.507477056795312365e+01 3.458514164377314160e+01 3.602732366098521766e+00 1.000000000000000000e+00
3.867609541037513310e+01 9.388325393063230706e+01 4.243219144651955332e+01 1.000000000000000000e+00
1.522608986839500744e+01 7.451642223036223811e+01 9.700695138452960009e+01 9.799999999999999822e-01
7.528749978827696054e+01 8.614286091031809178e+01 9.659090296160434264e+01 1.000000000000000000e+00
7.542189680641729410e+01 5.211274514201316066e+01 4.598476745617943351e+01 1.000000000000000000e+00
3.880629805292947765e+01 7.763782186777700645e+01 6.919276791310551289e-01 1.700000000000000122e-01
5.548674923200497489e+01 2.395798444416439565e+01 9.009496769674252903e+01 8.100000000000000533e-01
5.541714692372053008e+01 7.987005378529261179e+01 4.986267563145215576e+01 1.000000000000000000e+00
8.801282325396239514e+01 9.213396198712848673e+01 2.047758447048087760e+01 1.000000000000000000e+00
3.410299377136252019e+01 5.022161861237542979e+01 4.538025098409973168e+01 9.949999999999999956e-01
8.612742759712466523e+01 7.953681940695507535e+01 7.029187660853753528e+01 1.000000000000000000e+00
3.592646500032007850e+01 5.312641284354037197e+01 5.545902736842712955e+01 1.000000000000000000e+00
2.662982246615673887e+01 3.985913927809619395e+00 5.050704594991812968e+01 5.849999999999999645e-01
1.371938643613562192e+01 4.627648485904713027e+01 2.600793764020664867e+01 1.000000000000000000e+00
3.620654590378867965e+01 7.683813541831621308e+01 6.342558208640241446e+00 1.449999999999999900e-01
3.534588182939720014e+01 9.031724837280765428e+01 5.649639934571052180e+01 1.000000000000000000e+00
5.425888472104833937e+01 3.693169250176159579e+01 7.942544816648896244e+01 9.499999999999999556e-01
5.901480985848658634e+01 7.532586087036901290e+01 4.806465518220676358e+00 9.500000000000000111e-02
3.828863810059909412e+01 8.745031968122326305e+01 8.840795099438850002e+01 1.000000000000000000e+00
1.515742784762935003e+00 8.265725604308282470e+01 5.973063043824413398e+01 1.000000000000000000e+00
9.003153127127218625e+01 6.106147210350390253e+01 9.070660203792961340e+01 9.849999999999999867e-01
3.724167598109563215e+01 9.126143164482196823e+01 8.144406981170575932e+00 2.600000000000000089e-01
1.551083769063912143e+01 8.856130136113033302e+01 1.522377701118642790e+01 4.499999999999999833e-02
3.743289296904870156e+01 1.516795737796779520e+01 5.391105230272847137e+01 8.950000000000000178e-01
1.434547813174425812e+01 4.463721006366453281e+01 5.508171976602440623e+00 1.049999999999999961e-01
5.762398885762352307e+01 4.718225771142695635e+01 1.098108930946769135e+01 1.000000000000000000e+00
2.619493023507243379e+01 6.756709435284386700e+01 3.286960692792746386e+00 1.150000000000000050e-01
4.894442695068295990e+01 7.118470557492449302e+01 9.900149026636100302e+00 1.000000000000000000e+00
3.023026319499592773e+01 4.738429714463622133e+01 1.729094560864463404e+01 1.000000000000000000e+00
8.886576086719794887e+01 5.545393399661276135e+01 6.888185455341162822e+01 1.000000000000000000e+00
3.751223488545269191e+01 2.486882344160915181e+01 4.589017744801402188e+01 9.899999999999999911e-01
3.894213303145222937e+01 8.465526227174657947e+01 8.247340972769457323e+01 1.000000000000000000e+00
9.359662924287431451e+01 3.176918828685739982e+01 4.782595218759527711e+01 1.000000000000000000e+00
9.068177392175996943e+01 8.741619469372059825e+01 7.602372320118222149e+01 1.000000000000000000e+00
8.606501892295626988e+01 1.363221129808732712e+01 1.616365317963655457e+00 1.000000000000000000e+00
4.134337066151787354e+01 9.794589053037236681e+01 1.623557625789247538e+01 2.949999999999999845e-01
6.194767016708438945e+01 8.733118046045866834e+01 4.385037250571266298e+01 1.000000000000000000e+00
8.444336357580644403e+01 5.777416691855601272e+01 3.557059664313312908e+01 1.000000000000000000e+00
1.178869125258417228e+01 8.705386462913942580e+01 9.529775416384580922e+00 3.549999999999999822e-01
2.901184968758059313e-01 1.042519014358305185e+00 9.402874630153208102e+01 1.499999999999999944e-02
7.629871081044470316e+01 7.102299346471028230e+00 6.573100843138185212e+01 8.900000000000000133e-01
7.619099565320165368e+01 2.865483821799431041e+01 4.588305464433315706e+01 9.949999999999999956e-01
5.206346692330507153e+01 7.908337286445092218e+01 2.234697647517586461e+01 1.000000000000000000e+00
2.679324101104138833e+01 6.338111207868505659e+01 1.387445111627147298e+01 1.700000000000000122e-01
6.752747665856470860e+01 5.653167712470506245e+01 5.111282116993294267e+00 1.000000000000000000e+00
2.787179248427878520e+01 9.909152549924014863e+01 7.802992405297896994e+01 1.000000000000000000e+00
4.065418998434486042e+01 6.652725270776778643e+01 6.255894558317331189e+01 1.000000000000000000e+00
9.593151621945338547e+01 3.366297168455959365e+01 9.631945035624053730e+01 9.499999999999999556e-01
7.401342998244075488e+01 6.421066511721748782e+01 7.375537535434247616e+01 1.000000000000000000e+00
2.621142061925762334e+01 3.951252412343355758e+01 7.285632552226945791e+01 9.350000000000000533e-01
8.941493479506206654e+01 8.138314999650341974e+01 7.071481411403561879e+01 1.000000000000000000e+00
2.799039995844145778e+01 3.280572624558715233e+00 4.857320512275348534e+01 6.550000000000000266e-01
9.327585909664438191e+01 5.584039232263133812e+01 3.185935104837561482e+01 1.000000000000000000e+00
2.781264394262497319e+01 8.526360588408708452e+01 4.425607524810087767e+01 1.000000000000000000e+00
2.479348966405355270e+01 7.477580945132385182e+01 5.722957046518983049e+01 1.000000000000000000e+00
2.380422979479956780e+01 5.297825749283106944e+01 7.768156678093622247e+01 9.699999999999999734e-01
2.377845345247538944e+01 3.488863137106662293e+00 7.577419934521202549e+01 3.400000000000000244e-01
1.922261526720421898e+01 7.343311896738374855e+01 2.513243619842788235e+01 1.000000000000000000e+00
8.020883430047113904e+01 3.343037650292131957e+00 1.161975289441599557e+01 1.000000000000000000e+00
5.485277412556218479e+01 1.674292523859438120e+01 1.089524049146686480e+01 1.000000000000000000e+00
4.632591559077312837e+01 4.920880058478260821e+01 4.026363083339311544e+01 1.000000000000000000e+00
5.320840102794076643e+01 6.242957365324532759e+01 8.303299843814457404e+01 9.899999999999999911e-01
9.282468460969914759e+01 5.219882049577463334e+01 6.876893754107123868e+01 1.000000000000000000e+00
1.103744617222740487e+01 6.582379055646666188e+01 2.680473559824989138e+01 1.000000000000000000e+00
1.530602818313369085e+00 2.887083237192275931e+01 1.248304614619129893e+00 2.399999999999999911e-01
4.378362636684272502e+00 4.037696921058223865e+01 9.609198175469477121e+01 5.100000000000000089e-01
6.916230437985832680e+01 2.461033784633805510e+01 5.991560544355925089e+01 9.799999999999999822e-01
9.428114376404494124e+00 3.231304674902112595e+01 5.139469723067634277e+01 9.549999999999999600e-01
9.866147428045999845e+01 3.949323979328411838e+00 9.592221553382320565e+01 8.499999999999999778e-01
1.995860520629470614e+01 8.699186418807235555e+01 1.818802056722192617e+01 4.149999999999999800e-01
6.634652051069122081e+01 1.381617384633385370e+01 5.683955198098568218e+01 9.549999999999999600e-01
5.649718468537472660e+01 1.464187170068065313e+01 5.179498867073181145e+01 9.350000000000000533e-01
8.321094777765030415e+01 1.486266481151588437e+00 4.225304465077519467e+01 9.699999999999999734e-01
9.147518072054292304e+01 7.650788211642381498e+01 4.988752534129970684e+01 1.000000000000000000e+00
2.669845059846193180e+01 5.306420727576216478e+01 6.394819586830659830e+01 9.899999999999999911e-01
6.766960689463144263e+01 5.766210884802608660e+01 2.569472674546673829e+00 1.000000000000000000e+00
8.537862572459164312e+01 1.504177732574058268e+01 3.122374157468577494e+01 1.000000000000000000e+00
2.638881116557890039e+01 4.398529843260201488e+01 1.597887593918794380e+01 1.000000000000000000e+00
4.657846360134596608e+01 9.086942864165261824e+01 1.859615605139697436e+01 1.000000000000000000e+00
4.891922395984202865e+01 2.329755163555095976e+01 2.968126673672453819e+01 1.000000000000000000e+00
5.103128766130525662e+01 7.260528572598806818e+01 7.349910930269679454e+01 1.000000000000000000e+00
3.121774987415510338e+01 8.656543638109339156e+01 8.674164510820020269e+01 1.000000000000000000e+00
9.273494618032913195e+01 3.154060279617274887e+01 3.270774621069455179e+01 1.000000000000000000e+00
3.325338179551224016e+00 1.697639050973268127e+01 5.987022851700418613e+01 2.049999999999999878e-01
4.653314179555246000e+01 3.754502466931406701e+01 8.718816210123006272e+01 9.050000000000000266e-01
4.117388765052756128e+01 4.812830923074778866e+01 8.867010749390257729e+01 9.799999999999999822e-01
8.058716671641974472e+00 9.208727399821728454e+01 4.894808649839094272e+01 2.399999999999999911e-01
5.908105570566974052e+00 4.955558147807934688e+00 7.633252149287031330e+00 9.949999999999999956e-01
3.591354870019604562e+01 1.352329245730584262e+01 4.844472869201281640e+01 9.300000000000000488e-01
6.826083215316927522e+01 1.654060690201016826e+01 4.794964139955415305e+01 9.899999999999999911e-01
4.175853681275962970e+01 3.722324229841996868e+01 5.394838137616210361e+01 1.000000000000000000e+00
7.807977496887102120e+01 1.822034721960037018e+00 8.144999031953247481e+01 8.050000000000000488e-01
9.941020302933124242e+01 7.821167107593439027e+01 4.356279359926945460e+01 1.000000000000000000e+00
1.853066791709765937e+01 8.780061926323293164e+01 3.016990795861849506e+01 1.000000000000000000e+00
8.595484738378260658e+00 2.972738723446769882e+01 2.109465006009779131e+01 1.000000000000000000e+00
1.344054658387133827e+01 7.712157931924920717e+01 9.441268827550042886e+01 9.799999999999999822e-01
8.549047687816972996e+01 6.015862227313159138e+01 4.071443262964932330e+01 1.000000000000000000e+00
9.160990079492090388e+01 1.748632278700461029e+01 6.264951854433434164e+00 1.000000000000000000e+00
4.922665938161892996e+01 7.843174581008867108e-01 7.349558281258899228e+01 6.199999999999999956e-01
3.147441393776816199e+00 1.727977422535630581e+01 5.270412178416536619e+01 8.999999999999999667e-02
1.902942791100628028e+00 6.253505688621520164e+01 3.652186355276263185e+01 1.000000000000000000e+00
8.081452558916467410e+01 8.925211516991512894e+01 7.469709739363281642e-01 5.550000000000000488e-01
3.444583643077527313e+01 9.686623704882855179e+01 4.137726359529884235e+01 1.000000000000000000e+00
9.014602326231558038e+01 3.183562357177297031e+01 7.859548758131182922e-01 1.000000000000000000e+00
6.568563375426495554e+01 9.275216080797095231e+01 7.548702785594790043e+01 1.000000000000000000e+00
9.455333612273827271e+01 2.769443699484529020e+01 9.713312261481536325e+01 9.350000000000000533e-01
6.657851606081567297e+01 3.091802170438712949e+01 4.399881106247151052e+01 1.000000000000000000e+00
9.961222514320672872e+01 3.889224667851490835e+01 2.458755319997848687e+00 1.000000000000000000e+00
4.218571858267263508e+01 4.139036681135664253e+00 3.976728038919540609e+01 8.850000000000000089e-01
5.543686710847725152e+01 8.464218128455476631e+01 2.395147502526121741e+01 1.000000000000000000e+00
9.668610681031908882e+01 1.432138346490057756e+01 6.296776009784102257e+01 9.849999999999999867e-01
2.396959231466551898e+01 8.853102717592359738e+01 7.853133284799750413e+01 1.000000000000000000e+00
1.531415108578694628e+01 9.280818062999965434e+01 9.221099262002891805e+01 9.899999999999999911e-01
8.347512738106003383e+01 6.558523759383169249e+01 6.561604493734856192e+01 1.000000000000000000e+00
1.197526064964854697e+01 5.220847636654533375e+01 8.362964131668920231e+01 9.399999999999999467e-01
4.965609167997769191e+00 7.360779524112030003e+01 3.372393101953718997e-01 1.499999999999999944e-02
6.209961883923485715e+01 6.031048903815797502e+01 2.056778994325257770e+01 1.000000000000000000e+00
9.163944305238005938e+01 6.194765974296583266e+01 5.834454325055799018e+01 1.000000000000000000e+00
5.804863929651467913e+01 7.047578963570046540e+00 3.692948463900307132e+01 9.699999999999999734e-01
7.264392427050549372e+01 3.470843713810899089e+01 7.663159343249068911e+01 9.749999999999999778e-01
3.357653667634168926e+01 6.615327924118750502e+01 7.402040793769673144e+01 9.899999999999999911e-01
3.646051680965032205e+01 3.334011697564918109e+00 5.028178580833935030e+01 7.500000000000000000e-01
1.257067800433287630e+01 3.009770424922962206e+00 9.728935310193750752e+01 1.400000000000000133e-01
2.753438258112943515e+01 7.725832576469021262e+01 7.654185400692423968e+01 9.899999999999999911e-01
4.209937282933779557e+00 4.172172213757592374e+01 2.367192800439677569e+01 1.000000000000000000e+00
1.934648115762443865e+01 3.749236745779446522e+01 9.090935783432040296e+01 7.399999999999999911e-01
1.595312609519834268e+01 1.325172460641643113e+01 5.351365059473049968e+01 5.550000000000000488e-01
2.338959828356740900e+01 9.082740422088444632e+01 8.266651181106057322e+01 1.000000000000000000e+00
1.924925203677580043e+01 4.401512955079294187e+01 5.734509506585002470e+01 9.949999999999999956e-01
8.026280599507381908e+01 7.415883350293383103e+01 5.543939630045134948e+01 1.000000000000000000e+00
4.923451537726759852e+01 5.230596201684632263e+01 6.603568128719373931e+01 1.000000000000000000e+00
5.952141061867465055e+00 1.765224832612555872e+01 5.193390248286768696e+01 3.150000000000000022e-01
2.958457510034041604e+01 4.491014711228444867e+01 7.787847237700157166e+01 9.649999999999999689e-01
9.327817867527699036e+00 4.038088706528392180e+01 3.275303446424058507e+01 1.000000000000000000e+00
2.631527838916699125e+01 1.649010280213519763e+01 8.130154604541482399e+01 4.600000000000000200e-01
5.715900842158191608e+01 2.647072032547367826e+01 2.229643799308523455e+01 1.000000000000000000e+00
2.977479839857750221e+00 4.472388105087006238e+01 8.243075751412931140e+00 4.499999999999999833e-02
6.396460570722832983e+01 7.727728330494926468e+01 4.540198121251714980e+01 1.000000000000000000e+00
4.168035539073476770e+01 1.377048468856234820e+01 4.581186063292994959e+01 9.449999999999999512e-01
1.566317456942944375e+01 5.923359121959871487e+01 2.578893037442777825e+01 1.000000000000000000e+00
7.087702135137806181e+01 2.360426545398144071e+01 1.029417691832883008e+01 1.000000000000000000e+00
9.809574513820871289e+01 4.130262036118180902e+01 2.547856890177378375e+01 1.000000000000000000e+00
4.234893101211368815e+01 8.544118625633279862e+01 7.888388729731434523e+01 1.000000000000000000e+00
5.851006801190945339e+01 9.004788164846286236e+01 1.488111868842871388e+01 1.000000000000000000e+00
4.732435420187144359e+00 1.848300338496528639e+01 3.882940433696461469e+01 6.899999999999999467e-01
4.889381307863954618e+01 9.569725143211357477e+00 1.447554254838848919e+01 1.000000000000000000e+00
2.058957241574468355e+01 5.829955066964934929e+01 4.243157169039418619e+01 1.000000000000000000e+00
4.518840352160125207e+01 9.075231110192419237e+01 8.508817679788421628e+00 5.000000000000000278e-02
6.023752729851766929e+01 3.215768417042727378e+01 4.888016752311244772e+00 1.000000000000000000e+00
6.754302675683607049e+01 1.844270313964557317e+00 8.701290095077354181e+00 1.000000000000000000e+00
5.743814471520467180e+01 4.301621134701678528e+01 4.536769510650475468e+01 1.000000000000000000e+00
9.712454771605678161e+00 4.480369021227431858e+01 2.646894606126218719e+01 1.000000000000000000e+00
5.010651517268613020e+00 6.266880737226411213e+01 1.318162172202141846e+01 3.449999999999999734e-01
6.489726046372970814e+01 2.721910353792665660e+00 6.174615311767560399e+01 8.549999999999999822e-01
2.656244894505206844e+01 9.159360667336432016e+01 8.007387258463626267e+01 1.000000000000000000e+00
